"","yearly_id","position"
"4917","2006_00-0020583","WR"
"4918","2006_00-0020587","RB"
"4919","2006_00-0020608","QB"
"4920","2006_00-0020613","QB"
"4921","2006_00-0020617","TE"
"4922","2006_00-0020670","RB"
"4923","2006_00-0020679","QB"
"4924","2006_00-0020681","RB"
"4925","2006_00-0020692","WR"
"4926","2006_00-0020700","RB"
"4927","2006_00-0020735","WR"
"4928","2006_00-0020754","WR"
"4929","2006_00-0020760","WR"
"4930","2006_00-0020770","WR"
"4931","2006_00-0020780","WR"
"4932","2006_00-0020794","WR"
"4933","2006_00-0020797","RB"
"4934","2006_00-0020798","TE"
"4935","2006_00-0020804","RB"
"4936","2006_00-0020805","FB"
"4937","2006_00-0020882","WR"
"4938","2006_00-0020904","WR"
"4939","2006_00-0020917","RB"
"4940","2006_00-0020964","RB"
"4941","2006_00-0020984","WR"
"4942","2006_00-0020985","TE"
"4943","2006_00-0021006","WR"
"4944","2006_00-0021048","RB"
"4945","2006_00-0021062","QB"
"4946","2006_00-0021084","TE"
"4947","2006_00-0021090","TE"
"4948","2006_00-0021094","WR"
"4949","2006_00-0021097","WR"
"4950","2006_00-0021098","RB"
"4951","2006_00-0021100","TE"
"4952","2006_00-0021129","WR"
"4953","2006_00-0021141","QB"
"4954","2006_00-0021147","WR"
"4955","2006_00-0021148","TE"
"4956","2006_00-0021150","RB"
"4957","2006_00-0021152","WR"
"4958","2006_00-0021153","WR"
"4959","2006_00-0021154","TE"
"4960","2006_00-0021159","TE"
"4961","2006_00-0021163","WR"
"4962","2006_00-0021164","RB"
"4963","2006_00-0021166","WR"
"4964","2006_00-0021174","WR"
"4965","2006_00-0021175","WR"
"4966","2006_00-0021176","WR"
"4967","2006_00-0021179","RB"
"4968","2006_00-0021182","RB"
"4969","2006_00-0021183","TE"
"4970","2006_00-0021184","RB"
"4971","2006_00-0021190","WR"
"4972","2006_00-0021191","WR"
"4973","2006_00-0021192","WR"
"4974","2006_00-0021206","QB"
"4975","2006_00-0021209","RB"
"4976","2006_00-0021212","WR"
"4977","2006_00-0021213","TE"
"4978","2006_00-0021216","RB"
"4979","2006_00-0021223","RB"
"4980","2006_00-0021227","TE"
"4981","2006_00-0021231","QB"
"4982","2006_00-0021236","TE"
"4983","2006_00-0021238","QB"
"4984","2006_00-0021241","TE"
"4985","2006_00-0021252","RB"
"4986","2006_00-0021255","TE"
"4987","2006_00-0021260","FB"
"4988","2006_00-0021264","WR"
"4989","2006_00-0021268","TE"
"4990","2006_00-0021273","TE"
"4991","2006_00-0021277","QB"
"4992","2006_00-0021279","RB"
"4993","2006_00-0021282","TE"
"4994","2006_00-0021287","TE"
"4995","2006_00-0021296","QB"
"4996","2006_00-0021304","TE"
"4997","2006_00-0021306","RB"
"4998","2006_00-0021308","TE"
"4999","2006_00-0021309","WR"
"5000","2006_00-0021310","WR"
"5001","2006_00-0021314","RB"
"5002","2006_00-0021317","TE"
"5003","2006_00-0021329","WR"
"5004","2006_00-0021337","WR"
"5005","2006_00-0021345","RB"
"5006","2006_00-0021352","TE"
"5007","2006_00-0021353","WR"
"5008","2006_00-0021357","RB"
"5009","2006_00-0021371","FB"
"5010","2006_00-0021376","RB"
"5011","2006_00-0021379","QB"
"5012","2006_00-0021387","RB"
"5013","2006_00-0021403","TE"
"5014","2006_00-0021406","WR"
"5015","2006_00-0021409","TE"
"5016","2006_00-0021424","WR"
"5017","2006_00-0021427","TE"
"5018","2006_00-0021429","QB"
"5019","2006_00-0021460","WR"
"5020","2006_00-0021508","WR"
"5021","2006_00-0021509","RB"
"5022","2006_00-0021525","TE"
"5023","2006_00-0021530","WR"
"5024","2006_00-0021547","TE"
"5025","2006_00-0021560","WR"
"5026","2006_00-0021565","WR"
"5027","2006_00-0021570","WR"
"5028","2006_00-0021588","WR"
"5029","2006_00-0021605","WR"
"5030","2006_00-0021629","TE"
"5031","2006_00-0021646","WR"
"5032","2006_00-0021647","WR"
"5033","2006_00-0021673","RB"
"5034","2006_00-0021678","QB"
"5035","2006_00-0021689","WR"
"5036","2006_00-0021712","TE"
"5037","2006_00-0021747","RB"
"5038","2006_00-0021748","WR"
"5039","2006_00-0021750","RB"
"5040","2006_00-0021755","RB"
"5041","2006_00-0021756","TE"
"5042","2006_00-0021780","WR"
"5043","2006_00-0021813","TE"
"5044","2006_00-0021817","RB"
"5045","2006_00-0021845","RB"
"5046","2006_00-0021852","WR"
"5047","2006_00-0021868","TE"
"5048","2006_00-0021886","WR"
"5049","2006_00-0021915","WR"
"5050","2006_00-0021923","WR"
"5051","2006_00-0021927","WR"
"5052","2006_00-0021929","TE"
"5053","2006_00-0021931","WR"
"5054","2006_00-0021936","FB"
"5055","2006_00-0021948","WR"
"5056","2006_00-0021963","WR"
"5057","2006_00-0021968","WR"
"5058","2006_00-0021969","WR"
"5059","2006_00-0021973","WR"
"5060","2006_00-0021976","RB"
"5061","2006_00-0021979","RB"
"5062","2006_00-0021980","TE"
"5063","2006_00-0021981","WR"
"5064","2006_00-0021982","WR"
"5065","2006_00-0021993","WR"
"5066","2006_00-0021999","WR"
"5067","2006_00-0022001","WR"
"5068","2006_00-0022003","FB"
"5069","2006_00-0022005","QB"
"5070","2006_00-0022006","RB"
"5071","2006_00-0022011","FB"
"5072","2006_00-0022024","WR"
"5073","2006_00-0022026","QB"
"5074","2006_00-0022027","QB"
"5075","2006_00-0022032","WR"
"5076","2006_00-0022039","QB"
"5077","2006_00-0022041","TE"
"5078","2006_00-0022044","WR"
"5079","2006_00-0022051","TE"
"5080","2006_00-0022054","TE"
"5081","2006_00-0022055","QB"
"5082","2006_00-0022057","RB"
"5083","2006_00-0022060","TE"
"5084","2006_00-0022064","WR"
"5085","2006_00-0022072","WR"
"5086","2006_00-0022082","TE"
"5087","2006_00-0022084","WR"
"5088","2006_00-0022087","WR"
"5089","2006_00-0022091","QB"
"5090","2006_00-0022092","RB"
"5091","2006_00-0022093","RB"
"5092","2006_00-0022095","RB"
"5093","2006_00-0022097","WR"
"5094","2006_00-0022101","QB"
"5095","2006_00-0022102","WR"
"5096","2006_00-0022110","TE"
"5097","2006_00-0022112","QB"
"5098","2006_00-0022116","RB"
"5099","2006_00-0022121","QB"
"5100","2006_00-0022124","WR"
"5101","2006_00-0022126","TE"
"5102","2006_00-0022127","TE"
"5103","2006_00-0022129","TE"
"5104","2006_00-0022130","RB"
"5105","2006_00-0022135","WR"
"5106","2006_00-0022141","FB"
"5107","2006_00-0022143","FB"
"5108","2006_00-0022144","WR"
"5109","2006_00-0022148","WR"
"5110","2006_00-0022156","WR"
"5111","2006_00-0022164","QB"
"5112","2006_00-0022165","TE"
"5113","2006_00-0022171","WR"
"5114","2006_00-0022177","QB"
"5115","2006_00-0022178","RB"
"5116","2006_00-0022180","RB"
"5117","2006_00-0022181","QB"
"5118","2006_00-0022215","TE"
"5119","2006_00-0022217","RB"
"5120","2006_00-0022219","TE"
"5121","2006_00-0022225","WR"
"5122","2006_00-0022228","RB"
"5123","2006_00-0022229","WR"
"5124","2006_00-0022230","TE"
"5125","2006_00-0022232","TE"
"5126","2006_00-0022240","WR"
"5127","2006_00-0022250","RB"
"5128","2006_00-0022255","RB"
"5129","2006_00-0022277","WR"
"5130","2006_00-0022288","RB"
"5131","2006_00-0022294","TE"
"5132","2006_00-0022296","WR"
"5133","2006_00-0022307","WR"
"5134","2006_00-0022308","WR"
"5135","2006_00-0022325","RB"
"5136","2006_00-0022330","QB"
"5137","2006_00-0022341","WR"
"5138","2006_00-0022361","WR"
"5139","2006_00-0022368","TE"
"5140","2006_00-0022375","WR"
"5141","2006_00-0022383","WR"
"5142","2006_00-0022384","RB"
"5143","2006_00-0022385","TE"
"5144","2006_00-0022388","WR"
"5145","2006_00-0022397","RB"
"5146","2006_00-0022400","TE"
"5147","2006_00-0022403","WR"
"5148","2006_00-0022405","RB"
"5149","2006_00-0022414","WR"
"5150","2006_00-0022421","WR"
"5151","2006_00-0022427","WR"
"5152","2006_00-0022431","RB"
"5153","2006_00-0022434","RB"
"5154","2006_00-0022447","TE"
"5155","2006_00-0022464","RB"
"5156","2006_00-0022468","RB"
"5157","2006_00-0022469","RB"
"5158","2006_00-0022481","WR"
"5159","2006_00-0022483","TE"
"5160","2006_00-0022484","FB"
"5161","2006_00-0022529","RB"
"5162","2006_00-0022538","RB"
"5163","2006_00-0022540","RB"
"5164","2006_00-0022543","WR"
"5165","2006_00-0022555","TE"
"5166","2006_00-0022561","WR"
"5167","2006_00-0022563","WR"
"5168","2006_00-0022564","RB"
"5169","2006_00-0022582","RB"
"5170","2006_00-0022584","RB"
"5171","2006_00-0022590","QB"
"5172","2006_00-0022594","TE"
"5173","2006_00-0022603","WR"
"5174","2006_00-0022605","WR"
"5175","2006_00-0022613","WR"
"5176","2006_00-0022637","WR"
"5177","2006_00-0022640","RB"
"5178","2006_00-0022649","QB"
"5179","2006_00-0022664","WR"
"5180","2006_00-0022666","TE"
"5181","2006_00-0022674","WR"
"5182","2006_00-0022686","WR"
"5183","2006_00-0022701","WR"
"5184","2006_00-0022704","TE"
"5185","2006_00-0022705","TE"
"5186","2006_00-0022706","TE"
"5187","2006_00-0022714","FB"
"5188","2006_00-0022720","QB"
"5189","2006_00-0022724","TE"
"5190","2006_00-0022725","WR"
"5191","2006_00-0022726","WR"
"5192","2006_00-0022731","QB"
"5193","2006_00-0022733","RB"
"5194","2006_00-0022736","RB"
"5195","2006_00-0022738","TE"
"5196","2006_00-0022739","WR"
"5197","2006_00-0022741","WR"
"5198","2006_00-0022744","QB"
"5199","2006_00-0022746","FB"
"5200","2006_00-0022748","TE"
"5201","2006_00-0022751","WR"
"5202","2006_00-0022754","WR"
"5203","2006_00-0022759","TE"
"5204","2006_00-0022765","QB"
"5205","2006_00-0022766","WR"
"5206","2006_00-0022768","QB"
"5207","2006_00-0022770","RB"
"5208","2006_00-0022773","RB"
"5209","2006_00-0022774","QB"
"5210","2006_00-0022781","WR"
"5211","2006_00-0022782","RB"
"5212","2006_00-0022787","QB"
"5213","2006_00-0022796","FB"
"5214","2006_00-0022797","FB"
"5215","2006_00-0022801","RB"
"5216","2006_00-0022803","QB"
"5217","2006_00-0022807","WR"
"5218","2006_00-0022811","WR"
"5219","2006_00-0022817","TE"
"5220","2006_00-0022819","WR"
"5221","2006_00-0022821","RB"
"5222","2006_00-0022825","RB"
"5223","2006_00-0022826","WR"
"5224","2006_00-0022827","QB"
"5225","2006_00-0022829","QB"
"5226","2006_00-0022840","RB"
"5227","2006_00-0022847","TE"
"5228","2006_00-0022861","WR"
"5229","2006_00-0022864","QB"
"5230","2006_00-0022872","RB"
"5231","2006_00-0022873","WR"
"5232","2006_00-0022879","WR"
"5233","2006_00-0022882","WR"
"5234","2006_00-0022883","RB"
"5235","2006_00-0022886","RB"
"5236","2006_00-0022889","WR"
"5237","2006_00-0022893","RB"
"5238","2006_00-0022897","FB"
"5239","2006_00-0022901","WR"
"5240","2006_00-0022907","TE"
"5241","2006_00-0022909","WR"
"5242","2006_00-0022910","WR"
"5243","2006_00-0022912","QB"
"5244","2006_00-0022916","TE"
"5245","2006_00-0022921","WR"
"5246","2006_00-0022922","TE"
"5247","2006_00-0022924","QB"
"5248","2006_00-0022926","RB"
"5249","2006_00-0022929","WR"
"5250","2006_00-0022942","QB"
"5251","2006_00-0022943","TE"
"5252","2006_00-0022951","WR"
"5253","2006_00-0022952","WR"
"5254","2006_00-0022970","FB"
"5255","2006_00-0022983","WR"
"5256","2006_00-0022984","RB"
"5257","2006_00-0022999","RB"
"5258","2006_00-0023002","RB"
"5259","2006_00-0023021","TE"
"5260","2006_00-0023033","RB"
"5261","2006_00-0023039","WR"
"5262","2006_00-0023042","WR"
"5263","2006_00-0023051","TE"
"5264","2006_00-0023056","RB"
"5265","2006_00-0023063","RB"
"5266","2006_00-0023064","RB"
"5267","2006_00-0023074","RB"
"5268","2006_00-0023089","RB"
"5269","2006_00-0023108","TE"
"5270","2006_00-0023110","TE"
"5271","2006_00-0023111","WR"
"5272","2006_00-0023126","QB"
"5273","2006_00-0023131","RB"
"5274","2006_00-0023151","WR"
"5275","2006_00-0023158","QB"
"5276","2006_00-0023159","RB"
"5277","2006_00-0023160","WR"
"5278","2006_00-0023163","TE"
"5279","2006_00-0023176","WR"
"5280","2006_00-0023179","TE"
"5281","2006_00-0023181","RB"
"5282","2006_00-0023188","WR"
"5283","2006_00-0023192","RB"
"5284","2006_00-0023204","WR"
"5285","2006_00-0023210","TE"
"5286","2006_00-0023217","TE"
"5287","2006_00-0023218","TE"
"5288","2006_00-0023222","WR"
"5289","2006_00-0023225","RB"
"5290","2006_00-0023226","WR"
"5291","2006_00-0023231","RB"
"5292","2006_00-0023237","QB"
"5293","2006_00-0023248","TE"
"5294","2006_00-0023251","RB"
"5295","2006_00-0023256","RB"
"5296","2006_00-0023258","TE"
"5297","2006_00-0023260","WR"
"5298","2006_00-0023262","WR"
"5299","2006_00-0023282","RB"
"5300","2006_00-0023297","RB"
"5301","2006_00-0023306","QB"
"5302","2006_00-0023310","WR"
"5303","2006_00-0023314","RB"
"5304","2006_00-0023317","WR"
"5305","2006_00-0023322","TE"
"5306","2006_00-0023339","WR"
"5307","2006_00-0023367","WR"
"5308","2006_00-0023373","QB"
"5309","2006_00-0023379","WR"
"5310","2006_00-0023408","WR"
"5311","2006_00-0023426","RB"
"5312","2006_00-0023429","WR"
"5313","2006_00-0023436","QB"
"5314","2006_00-0023437","RB"
"5315","2006_00-0023438","WR"
"5316","2006_00-0023439","RB"
"5317","2006_00-0023440","RB"
"5318","2006_00-0023442","WR"
"5319","2006_00-0023452","WR"
"5320","2006_00-0023456","WR"
"5321","2006_00-0023457","WR"
"5322","2006_00-0023459","QB"
"5323","2006_00-0023460","QB"
"5324","2006_00-0023462","WR"
"5325","2006_00-0023465","TE"
"5326","2006_00-0023470","WR"
"5327","2006_00-0023474","WR"
"5328","2006_00-0023479","RB"
"5329","2006_00-0023489","RB"
"5330","2006_00-0023490","WR"
"5331","2006_00-0023496","WR"
"5332","2006_00-0023500","RB"
"5333","2006_00-0023502","QB"
"5334","2006_00-0023503","WR"
"5335","2006_00-0023504","QB"
"5336","2006_00-0023506","TE"
"5337","2006_00-0023508","RB"
"5338","2006_00-0023512","RB"
"5339","2006_00-0023518","WR"
"5340","2006_00-0023520","QB"
"5341","2006_00-0023521","TE"
"5342","2006_00-0023531","WR"
"5343","2006_00-0023541","QB"
"5344","2006_00-0023544","RB"
"5345","2006_00-0023545","RB"
"5346","2006_00-0023547","RB"
"5347","2006_00-0023549","WR"
"5348","2006_00-0023551","WR"
"5349","2006_00-0023552","WR"
"5350","2006_00-0023554","RB"
"5351","2006_00-0023555","QB"
"5352","2006_00-0023561","RB"
"5353","2006_00-0023564","RB"
"5354","2006_00-0023565","WR"
"5355","2006_00-0023570","WR"
"5356","2006_00-0023574","WR"
"5357","2006_00-0023576","RB"
"5358","2006_00-0023577","TE"
"5359","2006_00-0023578","QB"
"5360","2006_00-0023585","QB"
"5361","2006_00-0023591","RB"
"5362","2006_00-0023607","WR"
"5363","2006_00-0023612","TE"
"5364","2006_00-0023615","RB"
"5365","2006_00-0023618","WR"
"5366","2006_00-0023623","WR"
"5367","2006_00-0023625","WR"
"5368","2006_00-0023628","RB"
"5369","2006_00-0023630","TE"
"5370","2006_00-0023634","RB"
"5371","2006_00-0023645","QB"
"5372","2006_00-0023653","RB"
"5373","2006_00-0023654","RB"
"5374","2006_00-0023655","WR"
"5375","2006_00-0023657","WR"
"5376","2006_00-0023658","WR"
"5377","2006_00-0023662","QB"
"5378","2006_00-0023668","RB"
"5379","2006_00-0023672","WR"
"5380","2006_00-0023676","RB"
"5381","2006_00-0023679","TE"
"5382","2006_00-0023682","QB"
"5383","2006_00-0023683","FB"
"5384","2006_00-0023685","WR"
"5385","2006_00-0023690","RB"
"5386","2006_00-0023701","WR"
"5387","2006_00-0023704","TE"
"5388","2006_00-0023714","RB"
"5389","2006_00-0023716","RB"
"5390","2006_00-0023718","RB"
"5391","2006_00-0023726","WR"
"5392","2006_00-0023736","TE"
"5393","2006_00-0023739","QB"
"5394","2006_00-0023740","TE"
"5395","2006_00-0023746","RB"
"5396","2006_00-0023747","RB"
"5397","2006_00-0023748","WR"
"5398","2006_00-0023752","TE"
"5399","2006_00-0023764","RB"
"5400","2006_00-0023771","WR"
"5401","2006_00-0023774","FB"
"5402","2006_00-0023775","QB"
"5403","2006_00-0023777","RB"
"5404","2006_00-0023782","WR"
"5405","2006_00-0023784","TE"
"5406","2006_00-0023788","TE"
"5407","2006_00-0023790","WR"
"5408","2006_00-0023797","TE"
"5409","2006_00-0023798","WR"
"5410","2006_00-0023800","TE"
"5411","2006_00-0023803","WR"
"5412","2006_00-0023805","RB"
"5413","2006_00-0023806","RB"
"5414","2006_00-0023822","WR"
"5415","2006_00-0023829","RB"
"5416","2006_00-0023834","RB"
"5417","2006_00-0023835","TE"
"5418","2006_00-0023838","QB"
"5419","2006_00-0023841","FB"
"5420","2006_00-0023843","WR"
"5421","2006_00-0023844","RB"
"5422","2006_00-0023852","RB"
"5423","2006_00-0023856","WR"
"5424","2006_00-0023858","RB"
"5425","2006_00-0023859","QB"
"5426","2006_00-0023860","WR"
"5427","2006_00-0023862","WR"
"5428","2006_00-0023863","WR"
"5429","2006_00-0023867","WR"
"5430","2006_00-0023873","WR"
"5431","2006_00-0023878","TE"
"5432","2006_00-0023881","RB"
"5433","2006_00-0023883","TE"
"5434","2006_00-0023889","WR"
"5435","2006_00-0023891","FB"
"5436","2006_00-0023897","WR"
"5437","2006_00-0023899","QB"
"5438","2006_00-0023911","TE"
"5439","2006_00-0023912","RB"
"5440","2006_00-0023914","RB"
"5441","2006_00-0023921","WR"
"5442","2006_00-0023923","QB"
"5443","2006_00-0023928","WR"
"5444","2006_00-0023943","QB"
"5445","2006_00-0023946","QB"
"5446","2006_00-0023947","WR"
"5447","2006_00-0023948","WR"
"5448","2006_00-0023949","WR"
"5449","2006_00-0023950","FB"
"5450","2006_00-0023951","TE"
"5451","2006_00-0023953","WR"
"5452","2006_00-0023961","TE"
"5453","2006_00-0023965","TE"
"5454","2006_00-0023966","WR"
"5455","2006_00-0023968","WR"
"5456","2006_00-0023972","WR"
"5457","2006_00-0023973","WR"
"5458","2006_00-0023981","WR"
"5459","2006_00-0023985","WR"
"5460","2006_00-0023991","WR"
"5461","2006_00-0024010","RB"
"5462","2006_00-0024011","RB"
"5463","2006_00-0024013","WR"
"5464","2006_00-0024019","WR"
"5465","2006_00-0024026","WR"
"5466","2006_00-0024033","WR"
"5467","2006_00-0024041","WR"
"5468","2006_00-0024044","WR"
"5469","2006_00-0024049","RB"
"5470","2006_00-0024059","QB"
"5471","2006_00-0024074","QB"
"5472","2006_00-0024077","TE"
"5473","2006_00-0024082","RB"
"5474","2006_00-0024088","WR"
"5475","2006_00-0024092","WR"
"5476","2006_00-0024103","RB"
"5477","2006_00-0024105","WR"
"5478","2006_00-0024114","WR"
"5479","2006_00-0024115","WR"
"5480","2006_00-0024132","WR"
"5481","2006_00-0024137","RB"
"5482","2006_00-0024140","WR"
"5483","2006_00-0024144","RB"
"5484","2006_00-0024148","RB"
"5485","2006_00-0024149","QB"
"5486","2006_00-0024158","RB"
"5487","2006_00-0024160","WR"
"5488","2006_00-0024162","WR"
"5489","2006_00-0024170","TE"
"5490","2006_00-0024171","WR"
"5491","2006_00-0024172","RB"
"5492","2006_00-0024174","WR"
"5493","2006_00-0024179","WR"
"5494","2006_00-0024189","RB"
"5495","2006_00-0024202","RB"
"5496","2006_00-0024204","RB"
"5497","2006_00-0024206","TE"
"5498","2006_00-0024210","QB"
"5499","2006_00-0024217","RB"
"5500","2006_00-0024218","QB"
"5501","2006_00-0024221","TE"
"5502","2006_00-0024225","QB"
"5503","2006_00-0024226","QB"
"5504","2006_00-0024236","RB"
"5505","2006_00-0024240","WR"
"5506","2006_00-0024242","RB"
"5507","2006_00-0024243","TE"
"5508","2006_00-0024245","RB"
"5509","2006_00-0024251","WR"
"5510","2006_00-0024259","WR"
"5511","2006_00-0024260","RB"
"5512","2006_00-0024261","TE"
"5513","2006_00-0024264","QB"
"5514","2006_00-0024267","WR"
"5515","2006_00-0024268","TE"
"5516","2006_00-0024275","RB"
"5517","2006_00-0024276","TE"
"5518","2006_00-0024279","QB"
"5519","2006_00-0024287","TE"
"5520","2006_00-0024289","RB"
"5521","2006_00-0024293","WR"
"5522","2006_00-0024294","RB"
"5523","2006_00-0024296","QB"
"5524","2006_00-0024297","WR"
"5525","2006_00-0024299","WR"
"5526","2006_00-0024300","QB"
"5527","2006_00-0024301","TE"
"5528","2006_00-0024305","WR"
"5529","2006_00-0024308","TE"
"5530","2006_00-0024310","WR"
"5531","2006_00-0024313","TE"
"5532","2006_00-0024315","RB"
"5533","2006_00-0024318","WR"
"5534","2006_00-0024319","WR"
"5535","2006_00-0024321","RB"
"5536","2006_00-0024324","WR"
"5537","2006_00-0024326","WR"
"5538","2006_00-0024332","RB"
"5539","2006_00-0024334","WR"
"5540","2006_00-0024340","WR"
"5541","2006_00-0024345","WR"
"5542","2006_00-0024346","RB"
"5543","2006_00-0024358","WR"
"5544","2006_00-0024359","RB"
"5545","2006_00-0024361","WR"
"5546","2006_00-0024362","QB"
"5547","2006_00-0024364","TE"
"5548","2006_00-0024369","TE"
"5549","2006_00-0024377","FB"
"5550","2006_00-0024378","QB"
"5551","2006_00-0024380","TE"
"5552","2006_00-0024381","TE"
"5553","2006_00-0024384","RB"
"5554","2006_00-0024385","WR"
"5555","2006_00-0024386","WR"
"5556","2006_00-0024389","TE"
"5557","2006_00-0024394","FB"
"5558","2006_00-0024398","WR"
"5559","2006_00-0024404","WR"
"5560","2006_00-0024407","WR"
"5561","2006_00-0024408","QB"
"5562","2006_00-0024409","RB"
"5563","2006_00-0024416","TE"
"5564","2006_00-0024432","WR"
"5565","2006_00-0024437","QB"
"5566","2006_00-0024445","WR"
"5567","2006_00-0024447","WR"
"5568","2006_00-0024454","RB"
"5569","2006_00-0024458","TE"
"5570","2006_00-0024460","RB"
"5571","2006_00-0024463","WR"
"5572","2006_00-0024465","WR"
"5573","2006_00-0024466","WR"
"5574","2006_00-0024469","WR"
"5575","2006_00-0024489","FB"
"5576","2006_00-0024493","WR"
"5577","2006_00-0024496","QB"
"5578","2006_00-0024504","WR"
"5579","2006_00-0024509","RB"
"5580","2006_00-0024512","TE"
"5581","2006_00-0024513","RB"
"5582","2006_NA","TE"
"5583","2007_00-0000166","TE"
"5584","2007_00-0000251","FB"
"5585","2007_00-0000552","RB"
"5586","2007_00-0000865","QB"
"5587","2007_00-0000942","RB"
"5588","2007_00-0001477","WR"
"5589","2007_00-0001532","WR"
"5590","2007_00-0001545","QB"
"5591","2007_00-0001627","WR"
"5592","2007_00-0001661","TE"
"5593","2007_00-0002068","WR"
"5594","2007_00-0002099","WR"
"5595","2007_00-0002102","TE"
"5596","2007_00-0002110","QB"
"5597","2007_00-0002565","TE"
"5598","2007_00-0002586","TE"
"5599","2007_00-0003035","TE"
"5600","2007_00-0003292","QB"
"5601","2007_00-0003315","QB"
"5602","2007_00-0003535","QB"
"5603","2007_00-0003663","RB"
"5604","2007_00-0003739","QB"
"5605","2007_00-0004112","TE"
"5606","2007_00-0004161","QB"
"5607","2007_00-0004293","QB"
"5608","2007_00-0004541","WR"
"5609","2007_00-0004637","TE"
"5610","2007_00-0004640","RB"
"5611","2007_00-0004673","WR"
"5612","2007_00-0004915","WR"
"5613","2007_00-0005091","RB"
"5614","2007_00-0005101","TE"
"5615","2007_00-0005106","QB"
"5616","2007_00-0005229","FB"
"5617","2007_00-0005231","WR"
"5618","2007_00-0005589","QB"
"5619","2007_00-0005720","WR"
"5620","2007_00-0005755","QB"
"5621","2007_00-0006043","WR"
"5622","2007_00-0006101","TE"
"5623","2007_00-0006305","RB"
"5624","2007_00-0006355","QB"
"5625","2007_00-0006423","QB"
"5626","2007_00-0006627","WR"
"5627","2007_00-0007024","WR"
"5628","2007_00-0007091","QB"
"5629","2007_00-0007213","TE"
"5630","2007_00-0007468","WR"
"5631","2007_00-0007576","QB"
"5632","2007_00-0007661","RB"
"5633","2007_00-0007681","WR"
"5634","2007_00-0007744","WR"
"5635","2007_00-0007835","QB"
"5636","2007_00-0008241","RB"
"5637","2007_00-0008442","QB"
"5638","2007_00-0008962","WR"
"5639","2007_00-0009119","TE"
"5640","2007_00-0009163","WR"
"5641","2007_00-0009311","QB"
"5642","2007_00-0009323","TE"
"5643","2007_00-0009443","TE"
"5644","2007_00-0010346","QB"
"5645","2007_00-0010455","QB"
"5646","2007_00-0010500","WR"
"5647","2007_00-0010668","WR"
"5648","2007_00-0010747","RB"
"5649","2007_00-0011022","QB"
"5650","2007_00-0011024","QB"
"5651","2007_00-0011236","TE"
"5652","2007_00-0011641","WR"
"5653","2007_00-0011754","WR"
"5654","2007_00-0011770","WR"
"5655","2007_00-0011795","WR"
"5656","2007_00-0011958","FB"
"5657","2007_00-0012478","WR"
"5658","2007_00-0012642","WR"
"5659","2007_00-0013013","RB"
"5660","2007_00-0013042","QB"
"5661","2007_00-0013080","TE"
"5662","2007_00-0013232","WR"
"5663","2007_00-0013694","FB"
"5664","2007_00-0013888","WR"
"5665","2007_00-0014350","TE"
"5666","2007_00-0014450","RB"
"5667","2007_00-0014655","FB"
"5668","2007_00-0015290","WR"
"5669","2007_00-0015601","RB"
"5670","2007_00-0015754","WR"
"5671","2007_00-0015830","FB"
"5672","2007_00-0016098","RB"
"5673","2007_00-0016193","QB"
"5674","2007_00-0016440","WR"
"5675","2007_00-0016550","WR"
"5676","2007_00-0016677","TE"
"5677","2007_00-0017162","WR"
"5678","2007_00-0017200","QB"
"5679","2007_00-0017611","WR"
"5680","2007_00-0017644","TE"
"5681","2007_00-0017915","RB"
"5682","2007_00-0018272","QB"
"5683","2007_00-0018578","FB"
"5684","2007_00-0018588","RB"
"5685","2007_00-0018958","WR"
"5686","2007_00-0019035","TE"
"5687","2007_00-0019041","QB"
"5688","2007_00-0019087","QB"
"5689","2007_00-0019100","FB"
"5690","2007_00-0019127","TE"
"5691","2007_00-0019135","FB"
"5692","2007_00-0019153","RB"
"5693","2007_00-0019242","WR"
"5694","2007_00-0019281","WR"
"5695","2007_00-0019302","WR"
"5696","2007_00-0019457","TE"
"5697","2007_00-0019484","RB"
"5698","2007_00-0019510","WR"
"5699","2007_00-0019533","RB"
"5700","2007_00-0019539","WR"
"5701","2007_00-0019548","TE"
"5702","2007_00-0019552","WR"
"5703","2007_00-0019559","QB"
"5704","2007_00-0019587","FB"
"5705","2007_00-0019594","RB"
"5706","2007_00-0019596","QB"
"5707","2007_00-0019599","QB"
"5708","2007_00-0019600","WR"
"5709","2007_00-0019606","WR"
"5710","2007_00-0019610","RB"
"5711","2007_00-0019623","QB"
"5712","2007_00-0019641","RB"
"5713","2007_00-0019642","WR"
"5714","2007_00-0019643","RB"
"5715","2007_00-0019644","TE"
"5716","2007_00-0019647","RB"
"5717","2007_00-0019650","WR"
"5718","2007_00-0019663","WR"
"5719","2007_00-0019673","RB"
"5720","2007_00-0019693","RB"
"5721","2007_00-0019703","WR"
"5722","2007_00-0019709","QB"
"5723","2007_00-0019721","WR"
"5724","2007_00-0019794","RB"
"5725","2007_00-0019808","RB"
"5726","2007_00-0019816","QB"
"5727","2007_00-0019831","RB"
"5728","2007_00-0019863","RB"
"5729","2007_00-0019905","WR"
"5730","2007_00-0019907","TE"
"5731","2007_00-0019932","FB"
"5732","2007_00-0019976","WR"
"5733","2007_00-0019997","WR"
"5734","2007_00-0020022","RB"
"5735","2007_00-0020024","TE"
"5736","2007_00-0020127","TE"
"5737","2007_00-0020187","TE"
"5738","2007_00-0020245","QB"
"5739","2007_00-0020256","WR"
