season,_id,_rank,_draftsSelectedIn,_averagePick,_draftSelPct,_minPick,_maxPick
2019,13604,1,3370,1.39,97,1,12
2019,13130,2,3385,2.59,97,1,10
2019,13132,3,3308,2.82,95,1,11
2019,12625,4,3328,4.94,95,1,96
2019,11232,5,3350,5.98,96,1,11
2019,11675,6,3306,8.51,95,1,29
2019,12171,7,3394,9.95,97,1,167
2019,11192,8,3396,11.06,97,1,106
2019,12652,9,3387,11.08,97,2,27
2019,13146,10,3271,11.13,94,1,185
2019,10271,11,3350,12.28,96,1,114
2019,11679,12,3296,13.07,95,1,34
2019,13156,13,3416,14.47,98,1,48
2019,12150,14,3432,15.02,98,1,92
2019,11244,15,3426,15.79,98,1,45
2019,13116,16,3335,16.34,96,1,190
2019,13128,17,3386,17,97,2,66
2019,13610,18,3431,17.02,98,1,130
2019,13131,19,3399,18.76,98,4,83
2019,12801,20,3371,20.46,97,2,182
2019,11671,21,3418,21.65,98,4,49
2019,13129,22,3318,26.25,95,5,73
2019,11247,23,3249,27.15,93,4,99
2019,11938,24,3420,27.91,98,2,128
2019,11886,25,3251,28.04,93,2,249
2019,11222,26,3438,29.08,99,9,75
2019,12186,27,3324,30.5,95,5,134
2019,13299,28,3441,30.81,99,3,124
2019,12151,29,3120,32.24,89,3,188
2019,12175,30,3405,32.28,98,6,67
2019,13319,31,3340,32.7,96,8,106
2019,14073,32,3365,37.07,97,8,302
2019,13113,33,3251,38.06,93,2,176
2019,11660,34,3430,38.58,98,3,209
2019,11674,35,3405,38.99,98,12,196
2019,13234,36,3263,39.85,94,8,165
2019,10729,37,3336,40.42,96,9,148
2019,12626,38,3317,41.34,95,7,101
2019,9662,39,3433,44.32,99,11,212
2019,11228,40,3401,45.44,98,16,154
2019,14071,41,3374,46.65,97,4,303
2019,13364,42,3438,47.76,99,10,159
2019,13607,43,3349,48.46,96,9,170
2019,7836,44,3324,48.91,95,2,152
2019,12187,45,3407,49.66,98,10,150
2019,10276,46,3326,49.82,95,5,223
2019,13277,47,3388,50.6,97,15,159
2019,13163,48,3394,50.9,97,12,152
2019,13614,49,3335,53.94,96,2,141
2019,13629,50,3364,54.36,97,11,156
2019,13164,51,3415,56.33,98,7,174
2019,13590,52,3313,57.1,95,2,237
2019,13188,53,3356,58.42,96,1,245
2019,11747,54,3222,59.25,92,12,357
2019,12650,55,3378,59.63,97,12,159
2019,13154,56,3354,62.38,96,8,194
2019,13635,57,3393,62.4,97,18,195
2019,13189,58,3404,63.48,98,10,222
2019,10261,59,3400,64.74,98,3,185
2019,9099,60,3355,65.35,96,2,207
2019,11680,61,3394,66.21,97,4,179
2019,12676,62,3387,67.2,97,5,339
2019,13290,63,3215,67.79,92,14,263
2019,13605,64,3247,68.35,93,7,208
2019,10722,65,3375,71.33,97,18,239
2019,11678,66,3373,71.72,97,7,213
2019,12152,67,3402,73.56,98,6,317
2019,12610,68,3368,74.13,97,4,188
2019,10703,69,3328,77.3,95,3,225
2019,13153,70,3140,77.68,90,20,218
2019,12930,71,3330,78.45,96,17,337
2019,14079,72,3395,79.45,97,26,305
2019,13404,73,3427,81.05,98,6,261
2019,9474,74,3365,81.48,97,15,323
2019,12630,75,3395,81.91,97,9,385
2019,4925,76,3412,86.19,98,2,238
2019,12658,77,3304,87.47,95,14,305
2019,12647,78,3369,87.63,97,25,226
2019,10273,79,3331,88.56,96,6,226
2019,10708,80,1721,89.68,49,23,357
2019,12634,81,3194,90.11,92,17,440
2019,11670,82,3374,91.2,97,15,264
2019,12611,83,3407,91.91,98,5,222
2019,11695,84,3135,92.26,90,21,300
2019,13608,85,3210,92.83,92,28,297
2019,11257,86,3259,94.87,94,13,326
2019,13633,87,3340,95.34,96,24,288
2019,13634,88,3340,96.66,96,30,364
2019,13630,89,3288,97,94,25,216
2019,13158,90,3398,98.13,98,8,311
2019,13192,91,3237,98.44,93,20,244
2019,7393,92,3272,98.9,94,16,467
2019,521,93,2639,99.4,76,4,271
2019,12157,94,3343,99.44,96,22,361
2019,10738,95,3300,99.49,95,20,336
2019,12140,96,3224,100.96,92,15,358
2019,9918,97,3398,100.99,98,19,357
2019,11390,98,3370,101.63,97,25,496
2019,7401,99,3358,105.02,96,4,251
2019,10960,100,3369,105.71,97,3,498
2019,14056,101,3334,106.22,96,8,301
2019,13157,102,3298,106.33,95,36,358
2019,12677,103,3148,107.11,90,30,308
2019,9448,104,3298,108.37,95,17,513
2019,13138,105,3364,109.03,97,24,328
2019,13593,106,3367,110.3,97,2,259
2019,14087,107,3215,110.39,92,32,388
2019,12620,108,3310,111.54,95,3,269
2019,5848,109,3345,112.85,96,1,300
2019,13617,110,3265,114.58,94,29,324
2019,14080,111,3085,115.43,88,1,317
2019,12665,112,3273,117.53,94,24,394
2019,13793,113,3283,119.29,94,45,399
2019,12637,114,3300,122.06,95,34,454
2019,13378,115,3261,122.52,94,37,361
2019,7394,116,3336,123.17,96,9,328
2019,8416,117,3117,123.19,89,33,502
2019,13613,118,3203,124.23,92,39,324
2019,10700,119,3247,125.11,93,14,331
2019,14138,120,3027,125.85,87,32,308
2019,10312,121,3052,126.79,88,26,323
2019,13631,122,3122,126.83,90,28,285
2019,10868,123,2319,127.18,66,19,537
2019,11677,124,3250,129.4,93,36,480
2019,14101,125,2049,130.93,59,30,360
2019,13115,126,3093,131.1,89,3,314
2019,528,127,2620,133.37,75,22,340
2019,14102,128,3034,133.71,87,35,314
2019,11783,129,3181,133.86,91,17,448
2019,8658,130,3212,134.71,92,28,510
2019,13646,131,3143,134.87,90,36,372
2019,11760,132,2887,134.91,83,20,317
2019,13606,133,2904,136,83,41,324
2019,9075,134,3194,136.16,92,35,458
2019,13589,135,2856,136.44,82,13,368
2019,10976,136,2408,137.02,69,8,580
2019,13621,137,3061,137.06,88,16,514
2019,8687,138,2970,137.2,85,20,519
2019,9831,139,3049,137.73,87,27,419
2019,11705,140,2865,138.36,82,53,416
2019,514,141,2526,138.54,72,36,301
2019,14085,142,3015,138.85,86,20,631
2019,13639,143,2839,140.12,81,34,349
2019,13592,144,1902,140.23,54,22,383
2019,13662,145,2661,140.94,76,54,517
2019,13671,146,2947,141,85,30,343
2019,10389,147,3170,141.06,91,44,501
2019,509,148,2674,141.18,77,44,488
2019,531,149,2593,142.96,74,31,316
2019,14284,150,2674,143.08,77,33,552
2019,14086,151,2699,143.18,77,61,367
2019,9431,152,1976,145.01,56,17,367
2019,13354,153,2486,145.69,71,38,541
2019,11644,154,2122,147.61,61,19,424
2019,14075,155,2238,148.18,64,56,390
2019,9925,156,2901,148.4,83,12,456
2019,10313,157,1141,148.43,32,33,451
2019,13622,158,2498,148.94,72,44,513
