season,_id,_rank,_draftsSelectedIn,_averagePick,_draftSelPct,_minPick,_maxPick
2020,13130,1,3635,1.32,95,1,10
2020,13128,2,3663,2.84,96,1,11
2020,13132,3,3659,4.15,95,1,11
2020,12626,4,3699,5.21,97,1,40
2020,12625,5,3708,8.91,97,1,57
2020,11675,6,3642,9.42,95,1,48
2020,11244,7,3739,10.51,98,1,50
2020,12801,8,3678,10.74,96,1,39
2020,13319,9,3703,11.24,97,1,86
2020,13604,10,3677,11.53,96,1,63
2020,13610,11,3743,12.03,98,1,116
2020,14802,12,3690,12.9,96,1,70
2020,13404,13,3724,14.6,97,1,69
2020,12186,14,3659,15.16,95,1,80
2020,13116,15,3619,16.34,94,1,96
2020,11232,16,3728,19.84,97,2,111
2020,14102,17,3687,19.86,96,1,135
2020,15254,18,3740,20.01,98,1,470
2020,13629,19,3710,20.54,97,4,132
2020,14852,20,3725,22.69,97,2,137
2020,13131,21,3717,23.14,97,1,151
2020,12263,22,3726,23.71,97,2,162
2020,14803,23,3724,26.22,97,4,143
2020,14836,24,3711,26.31,97,2,198
2020,13589,25,3622,26.91,94,1,198
2020,14104,26,3735,28.5,97,1,157
2020,11222,27,3651,28.74,95,1,114
2020,13299,28,3728,29.41,97,1,103
2020,13364,29,3738,35.64,98,6,150
2020,14056,30,3667,35.77,96,1,107
2020,13593,31,3672,36.13,96,1,143
2020,14071,32,3695,36.19,96,4,139
2020,14109,33,3737,36.68,98,8,150
2020,11678,34,3758,37.35,98,4,136
2020,11671,35,3718,37.65,97,1,102
2020,14832,36,3720,37.86,97,2,123
2020,14079,37,3551,39.31,93,5,155
2020,14073,38,3716,39.77,97,4,140
2020,14797,39,3640,40.36,95,2,223
2020,13163,40,3737,42.16,98,10,137
2020,14800,41,2006,42.73,52,5,260
2020,11228,42,3754,44.12,98,13,154
2020,12175,43,3755,48,98,7,159
2020,10703,44,3685,48.33,96,2,162
2020,15329,45,3704,48.96,97,1,471
2020,10271,46,3726,49.38,97,5,225
2020,14081,47,3506,49.46,91,5,172
2020,14813,48,3666,49.68,96,4,266
2020,12620,49,3682,49.71,96,2,173
2020,7836,50,3687,50.47,96,1,160
2020,11938,51,3736,52.12,97,6,205
2020,13635,52,3718,53.02,97,14,172
2020,13164,53,3760,54.73,98,7,161
2020,14779,54,3687,55.15,96,2,212
2020,13671,55,3736,55.16,97,11,220
2020,14208,56,3706,56.26,97,19,180
2020,12187,57,3750,56.78,98,15,173
2020,12164,58,3684,59.87,96,14,272
2020,13138,59,3610,60.57,94,6,228
2020,14138,60,3664,60.71,96,8,216
2020,13726,61,3540,60.99,92,13,232
2020,15281,62,3686,66.24,96,5,469
2020,14840,63,3694,66.39,96,17,253
2020,15256,64,3713,68,97,8,473
2020,5848,65,3683,68.22,96,2,258
2020,14835,66,3715,69.43,97,22,238
2020,12447,67,3728,70.37,97,6,295
2020,12652,68,3510,70.86,92,8,246
2020,15253,69,1549,70.95,40,10,472
2020,13156,70,3671,71.08,96,14,201
2020,11679,71,3718,73.77,97,15,189
2020,14087,72,3693,75.35,96,16,339
2020,14075,73,3719,76.38,97,11,319
2020,14841,74,3708,77.15,97,18,282
2020,14833,75,3703,79.24,97,25,246
2020,10697,76,3678,79.53,96,4,217
2020,13277,77,3606,79.85,94,32,217
2020,13630,78,3685,80.39,96,30,258
2020,12151,79,3684,81.42,96,10,222
2020,11647,80,3632,82.67,95,22,317
2020,9431,81,3692,83.02,96,6,210
2020,13129,82,3449,84.28,90,5,243
2020,15257,83,3685,84.43,96,12,478
2020,12650,84,3621,84.85,94,10,251
2020,11674,85,3602,86.14,94,20,235
2020,12930,86,3692,86.47,96,24,245
2020,14783,87,3655,86.72,95,6,241
2020,13850,88,3647,91.32,95,9,358
2020,14136,89,3706,92.36,97,14,339
2020,13606,90,3680,94.13,96,10,243
2020,13427,91,3580,94.85,93,13,345
2020,15282,92,3664,95.39,96,17,475
2020,14137,93,3508,97.1,92,23,282
2020,13674,94,3444,97.1,90,23,258
2020,13668,95,3576,97.77,93,31,272
2020,11680,96,3642,98.2,95,31,300
2020,14777,97,3630,100.06,95,5,265
2020,14838,98,3621,101.4,94,29,300
2020,15258,99,3462,102.31,90,19,488
2020,13153,100,3693,104.3,96,12,307
2020,9988,101,3670,106.51,96,3,457
2020,13672,102,3475,107.03,91,27,310
2020,13146,103,3670,109.41,96,21,334
2020,12678,104,3520,111.11,92,38,281
2020,15237,105,3505,114.19,91,1,479
2020,14798,106,3535,114.21,92,15,311
2020,528,107,2757,114.34,72,12,238
2020,14805,108,3548,114.66,93,27,341
2020,15284,109,3488,114.74,91,24,474
2020,14080,110,3692,116.43,96,16,279
2020,9099,111,3510,117.06,92,9,325
2020,13646,112,3549,117.53,93,29,316
2020,14834,113,3633,118.16,95,25,315
2020,14842,114,3560,118.21,93,32,289
2020,10973,115,3494,119.62,91,21,561
2020,13590,116,3302,121.95,86,11,299
2020,10700,117,3299,122.47,86,16,325
2020,12647,118,3487,122.5,91,38,347
2020,12630,119,3581,122.7,93,28,422
2020,13157,120,3385,123.17,88,39,362
2020,13809,121,3406,124.8,89,21,364
2020,15240,122,3070,125.32,80,9,480
2020,13139,123,3534,125.47,92,38,416
2020,13193,124,3381,126.8,88,21,362
2020,15238,125,3224,127.52,84,4,490
2020,14141,126,1996,127.93,52,26,315
2020,13154,127,3396,128.24,89,33,374
2020,14105,128,3538,128.3,92,35,332
2020,10738,129,3469,128.7,90,28,433
2020,12171,130,3318,129.89,87,22,434
2020,510,131,2773,131.01,72,31,271
2020,15034,132,2915,131.09,76,28,647
2020,14085,133,3388,131.85,88,5,357
2020,13622,134,3500,132.16,91,31,379
2020,13607,135,3304,132.29,86,14,540
2020,12176,136,3404,132.99,89,37,373
2020,520,137,2839,133.09,74,8,262
2020,14974,138,3272,133.38,85,48,327
2020,525,139,2859,133.89,74,37,261
2020,14778,140,2855,133.97,74,24,330
2020,14113,141,3441,134.44,90,36,348
2020,13108,142,3441,134.45,90,29,475
2020,9474,143,3103,134.75,81,18,410
2020,11644,144,2469,135.67,64,9,343
2020,7401,145,2764,137.01,72,16,466
2020,13189,146,2994,139.1,78,33,320
2020,501,147,2783,139.11,72,14,273
2020,9902,148,3374,139.2,88,9,455
2020,11247,149,3010,139.68,78,25,404
2020,12610,150,1849,139.74,48,21,426
2020,14059,151,1557,141.66,40,29,447
2020,10976,152,2864,141.83,75,24,466
2020,15239,153,1865,141.92,48,7,487
2020,15288,154,2889,142.01,75,41,484
2020,13113,155,2013,143.47,52,5,408
2020,12140,156,2954,144.02,77,11,408
2020,531,157,2864,144.13,75,19,273
2020,13354,158,2924,145.11,76,28,470
2020,13592,159,1406,145.25,36,39,411
2020,12676,160,2821,147.08,73,44,374
2020,8062,161,2144,148.65,56,25,556
2020,12658,162,2988,149.42,78,33,532
2020,14223,163,3074,149.61,80,53,416
2020,12611,164,1103,149.65,28,51,423
2020,14127,165,3070,149.72,80,47,446
2020,13403,166,2850,150.98,74,15,398
2020,530,167,2854,152.38,74,20,276
2020,11390,168,2985,154,78,52,484
2020,11747,169,3067,155.4,80,12,500
2020,15241,170,1939,155.55,50,5,493
2020,13919,171,2623,155.81,68,26,384
2020,13614,172,2841,156.03,74,41,557
2020,504,173,2734,156.23,71,55,274
2020,15283,174,2367,157.47,62,42,479
2020,12181,175,2938,157.7,77,48,411
2020,10729,176,2121,157.95,55,32,499
2020,15040,177,1347,158.05,35,51,952
2020,502,178,2688,158.58,70,40,291
2020,14870,179,2081,158.78,54,34,401
2020,14839,180,2646,158.98,69,41,398
2020,10273,181,968,159.7,25,15,509
2020,15293,182,1631,160.51,42,25,481
2020,15308,183,2318,161.3,60,45,486
2020,14845,184,2296,163.52,60,42,376
2020,12677,185,2470,164.99,64,44,377
2020,14867,186,2151,165.12,56,60,360
2020,13424,187,1085,166.14,28,35,460
2020,511,188,2485,166.24,65,48,288
2020,15259,189,2432,166.55,63,28,524
2020,14983,190,2831,168.34,74,36,511
2020,13236,191,2218,168.69,58,57,458
2020,10276,192,2144,168.93,56,29,837
2020,12152,193,2579,169.14,67,43,571
2020,503,194,2242,169.33,58,43,308
2020,15261,195,2503,169.44,65,33,523
2020,11193,196,2368,169.99,62,35,710
2020,9686,197,2803,170.47,73,36,549
2020,13722,198,2049,170.53,53,49,408
2020,507,199,2090,171.2,54,46,299
2020,12184,200,2293,172.29,60,50,459
2020,11695,201,2044,172.81,53,39,382
2020,13645,202,2302,172.83,60,39,424
2020,11760,203,1054,172.91,27,20,527
2020,13718,204,2188,173.32,57,44,612
2020,12391,205,2172,173.93,56,23,783
2020,9918,206,2420,174.09,63,42,751
2020,10868,207,2730,174.29,71,32,571
2020,10261,208,2594,174.33,68,23,603
2020,11640,209,1102,174.46,28,15,626
2020,14844,210,1961,174.52,51,23,458
2020,512,211,1644,175.22,43,42,316
2020,15255,212,1851,175.57,48,54,509
2020,13832,213,2730,176.68,71,48,492
2020,523,214,1300,177.23,34,58,322
2020,13608,215,2272,177.31,59,74,560
2020,13633,216,2175,177.92,57,44,509
2020,521,217,1189,178.93,31,56,323
2020,15331,218,1229,180.22,32,40,520
2020,15287,219,1689,181.27,44,61,500
2020,14017,220,1177,181.69,30,55,755
2020,14828,221,917,182.51,24,71,986
2020,529,222,1046,182.88,27,45,333
2020,14912,223,2472,183.79,64,49,535
2020,12437,224,2215,184.89,58,55,526
2020,10308,225,1568,185.02,41,24,816
2020,13234,226,1805,185.62,47,23,455
2020,14112,227,1458,185.72,38,75,470
2020,519,228,700,185.92,18,44,310
2020,13290,229,1347,186.42,35,21,441
2020,14818,230,666,186.82,17,68,812
2020,8742,231,1348,187.14,35,41,491
2020,515,232,698,187.47,18,27,321
2020,518,233,669,189.17,17,54,321
2020,8153,234,1513,189.18,39,39,558
2020,14057,235,675,189.42,17,67,525
2020,13623,236,1881,189.52,49,69,829
2020,13793,237,1781,189.71,46,40,744
2020,13620,238,1728,190.98,45,61,802
2020,514,239,763,191,20,58,355
2020,12197,240,1160,191.43,30,55,542
2020,11947,241,990,191.62,25,43,573
2020,524,242,583,191.85,15,72,342
2020,11936,243,665,193,17,69,628
2020,8930,244,1333,193.07,34,78,646
2020,508,245,497,193.09,13,50,314
2020,10413,246,809,193.37,21,39,744
2020,14244,247,1602,193.48,42,62,572
2020,12956,248,1018,193.81,26,76,621
2020,13814,249,1517,194.27,39,42,757
2020,11945,250,623,194.62,16,24,576
2020,14122,251,1297,194.8,34,40,435
2020,12386,252,1549,196.22,40,46,590
2020,15289,253,873,196.48,22,52,576
2020,9694,254,446,196.63,11,75,532
2020,527,255,674,196.84,17,93,355
2020,11670,256,1653,197.28,43,57,696
2020,13632,257,1471,198.37,38,27,661
2020,12629,258,1489,200.46,39,30,820
2020,14846,259,698,200.99,18,89,526
2020,11886,260,1353,201.27,35,33,900
2020,517,261,384,201.34,10,68,329
2020,14782,262,549,201.95,14,65,430
2020,14808,263,1147,202.26,30,76,517
2020,11657,264,836,202.28,21,68,886
2020,13680,265,801,202.81,21,41,502
2020,15297,266,769,206.98,20,57,502
2020,14095,267,955,207.2,25,29,959
2020,13135,268,1097,207.3,28,68,689
2020,14143,269,834,207.68,21,31,528
2020,13188,270,873,209.52,22,65,491
2020,15290,271,858,211,22,68,525
2020,11192,272,519,211.32,13,65,865
2020,14806,273,615,211.98,16,67,638
2020,11783,274,723,212.55,18,47,902
2020,14811,275,1044,212.66,27,39,774
2020,10313,276,636,213.22,16,43,719
2020,14123,277,1043,214.26,27,47,850
2020,15319,278,719,215.01,18,49,522
2020,11516,279,704,215.94,18,55,617
2020,15292,280,725,216.63,19,82,518
2020,14837,281,771,218.85,20,92,575
2020,13772,282,572,219.63,15,38,584
2020,15263,283,521,219.7,13,13,531
2020,11761,284,841,220.28,22,68,888
2020,15302,285,656,221.37,17,61,502
2020,14097,286,665,222.38,17,91,791
2020,13662,287,384,222.92,10,86,758
2020,12785,288,746,224.87,19,56,789
2020,13133,289,822,224.93,21,109,805
2020,13679,290,637,225.05,16,50,690
2020,14858,291,739,225.78,19,67,549
2020,9925,292,588,226.3,15,56,807
2020,13246,293,550,227.12,14,23,573
2020,12317,294,613,227.58,16,49,725
2020,15268,295,517,227.85,13,108,542
2020,14072,296,521,229.88,13,52,927
2020,15301,297,407,229.93,10,55,523
2020,14857,298,540,230.12,14,67,651
2020,14807,299,579,231.81,15,23,647
2020,13880,300,593,232.62,15,52,746
2020,15272,301,489,232.9,12,100,701
2020,12150,302,436,236.39,11,26,801
2020,15260,303,403,236.5,10,30,774
2020,15275,304,429,237.51,11,50,683
2020,9075,305,483,239,12,57,924
2020,13377,306,408,241.69,10,69,736
2020,13863,307,443,244.28,11,85,987
2020,14850,308,434,245.3,11,100,908
2020,13488,309,450,246.48,11,72,745
