"","yearly_id","position","fantasy_pos"
"3794","2004_00-0020793","RB","rusher"
"3795","2004_00-0022733","RB","rusher"
"3796","2004_00-0009829","RB","rusher"
"3797","2004_00-0022797","RB","rusher"
"3798","2004_00-0021216","RB","rusher"
"3799","2004_00-0000849","TE","receiver"
"3800","2004_00-0009842","TE","receiver"
"3801","2004_00-0022126","TE","receiver"
"3802","2004_00-0016347","TE","receiver"
"3803","2004_00-0022135","WR","receiver"
"3804","2004_00-0020497","WR","receiver"
"3805","2004_00-0012478","WR","receiver"
"3806","2004_00-0019606","WR","receiver"
"3807","2004_00-0021508","WR","receiver"
"3808","2004_00-0021279","FB","rusher"
"3809","2004_00-0019135","FB","rusher"
"3810","2004_00-0000865","QB","passer"
"3811","2004_00-0010261","QB","passer"
"3812","2004_00-0022924","QB","passer"
"3813","2004_00-0022101","QB","passer"
"3814","2004_00-0001215","RB","rusher"
"3815","2004_00-0022250","RB","rusher"
"3816","2004_00-0015523","RB","rusher"
"3817","2004_00-0003803","TE","receiver"
"3818","2004_00-0013422","TE","receiver"
"3819","2004_00-0013728","TE","receiver"
"3820","2004_00-0022219","TE","receiver"
"3821","2004_00-0016677","TE","receiver"
"3822","2004_00-0019642","WR","receiver"
"3823","2004_00-0022361","WR","receiver"
"3824","2004_00-0004386","WR","receiver"
"3825","2004_00-0021309","WR","receiver"
"3826","2004_00-0011641","WR","receiver"
"3827","2004_00-0021190","WR","receiver"
"3828","2004_00-0017162","WR","receiver"
"3829","2004_00-0011958","FB","rusher"
"3830","2004_00-0021936","FB","rusher"
"3831","2004_00-0020531","QB","passer"
"3832","2004_00-0005363","QB","passer"
"3833","2004_00-0022942","QB","passer"
"3834","2004_00-0020565","QB","passer"
"3835","2004_00-0020820","RB","rusher"
"3836","2004_00-0008568","RB","rusher"
"3837","2004_00-0020536","RB","rusher"
"3838","2004_00-0022821","RB","rusher"
"3839","2004_00-0021547","TE","receiver"
"3840","2004_00-0021227","TE","receiver"
"3841","2004_00-0022759","TE","receiver"
"3842","2004_00-0021176","WR","receiver"
"3843","2004_00-0004673","WR","receiver"
"3844","2004_00-0022414","WR","receiver"
"3845","2004_00-0010668","WR","receiver"
"3846","2004_00-0021570","WR","receiver"
"3847","2004_00-0020904","WR","receiver"
"3848","2004_00-0014729","WR","receiver"
"3849","2004_00-0022020","FB","rusher"
"3850","2004_00-0020507","FB","rusher"
"3851","2004_00-0015830","FB","rusher"
"3852","2004_00-0004293","QB","passer"
"3853","2004_00-0007091","QB","passer"
"3854","2004_00-0007834","QB","passer"
"3855","2004_00-0022055","QB","passer"
"3856","2004_00-0019647","RB","rusher"
"3857","2004_00-0021747","RB","rusher"
"3858","2004_00-0021182","RB","rusher"
"3859","2004_00-0011224","TE","receiver"
"3860","2004_00-0021282","TE","receiver"
"3861","2004_00-0021159","TE","receiver"
"3862","2004_00-0020361","WR","receiver"
"3863","2004_00-0004915","WR","receiver"
"3864","2004_00-0022701","WR","receiver"
"3865","2004_00-0019663","WR","receiver"
"3866","2004_00-0013639","WR","receiver"
"3867","2004_00-0020490","WR","receiver"
"3868","2004_00-0021647","WR","receiver"
"3869","2004_00-0021948","WR","receiver"
"3870","2004_00-0021646","WR","receiver"
"3871","2004_00-0000942","FB","rusher"
"3872","2004_00-0021276","QB","passer"
"3873","2004_00-0022039","QB","passer"
"3874","2004_00-0022731","QB","passer"
"3875","2004_00-0019623","QB","passer"
"3876","2004_00-0020474","RB","rusher"
"3877","2004_00-0020797","RB","rusher"
"3878","2004_00-0020073","RB","rusher"
"3879","2004_00-0008196","RB","rusher"
"3880","2004_00-0020786","RB","rusher"
"3881","2004_00-0020644","RB","rusher"
"3882","2004_00-0002380","TE","receiver"
"3883","2004_00-0021421","TE","receiver"
"3884","2004_00-0019548","TE","receiver"
"3885","2004_00-0020455","TE","receiver"
"3886","2004_00-0022060","TE","receiver"
"3887","2004_00-0021586","TE","receiver"
"3888","2004_00-0021665","WR","receiver"
"3889","2004_00-0022064","WR","receiver"
"3890","2004_00-0003396","WR","receiver"
"3891","2004_00-0022578","WR","receiver"
"3892","2004_00-0022097","WR","receiver"
"3893","2004_00-0022853","WR","receiver"
"3894","2004_00-0020062","WR","receiver"
"3895","2004_00-0020452","WR","receiver"
"3896","2004_00-0022892","WR","receiver"
"3897","2004_00-0019134","FB","rusher"
"3898","2004_00-0019599","QB","passer"
"3899","2004_00-0002876","QB","passer"
"3900","2004_00-0010455","QB","passer"
"3901","2004_00-0022765","QB","passer"
"3902","2004_00-0019794","RB","rusher"
"3903","2004_00-0005092","RB","rusher"
"3904","2004_00-0021345","RB","rusher"
"3905","2004_00-0022311","RB","rusher"
"3906","2004_00-0021750","RB","rusher"
"3907","2004_00-0022736","RB","rusher"
"3908","2004_00-0022303","TE","receiver"
"3909","2004_00-0003103","TE","receiver"
"3910","2004_00-0020342","TE","receiver"
"3911","2004_00-0022748","TE","receiver"
"3912","2004_00-0002099","WR","receiver"
"3913","2004_00-0022001","WR","receiver"
"3914","2004_00-0019281","WR","receiver"
"3915","2004_00-0019242","WR","receiver"
"3916","2004_00-0021981","WR","receiver"
"3917","2004_00-0007681","WR","receiver"
"3918","2004_00-0000251","FB","rusher"
"3919","2004_00-0020391","FB","rusher"
"3920","2004_00-0006423","QB","passer"
"3921","2004_00-0008442","QB","passer"
"3922","2004_00-0022005","QB","passer"
"3923","2004_00-0003344","RB","rusher"
"3924","2004_00-0005779","RB","rusher"
"3925","2004_00-0021755","RB","rusher"
"3926","2004_00-0013013","RB","rusher"
"3927","2004_00-0021810","RB","rusher"
"3928","2004_00-0020274","TE","receiver"
"3929","2004_00-0004294","TE","receiver"
"3930","2004_00-0004574","TE","receiver"
"3931","2004_00-0011551","TE","receiver"
"3932","2004_00-0021756","TE","receiver"
"3933","2004_00-0022907","TE","receiver"
"3934","2004_00-0002058","WR","receiver"
"3935","2004_00-0022725","WR","receiver"
"3936","2004_00-0005720","WR","receiver"
"3937","2004_00-0021921","WR","receiver"
"3938","2004_00-0019487","WR","receiver"
"3939","2004_00-0008962","WR","receiver"
"3940","2004_00-0018981","WR","receiver"
"3941","2004_00-0019505","WR","receiver"
"3942","2004_00-0020735","WR","receiver"
"3943","2004_00-0014489","WR","receiver"
"3944","2004_00-0020794","WR","receiver"
"3945","2004_00-0007579","FB","rusher"
"3946","2004_00-0011024","QB","passer"
"3947","2004_00-0019087","QB","passer"
"3948","2004_00-0019041","QB","passer"
"3949","2004_00-0022092","RB","rusher"
"3950","2004_00-0022825","RB","rusher"
"3951","2004_00-0021423","RB","rusher"
"3952","2004_00-0015091","RB","rusher"
"3953","2004_00-0020476","TE","receiver"
"3954","2004_00-0019659","TE","receiver"
"3955","2004_00-0022916","TE","receiver"
"3956","2004_00-0019976","WR","receiver"
"3957","2004_00-0020485","WR","receiver"
"3958","2004_00-0022087","WR","receiver"
"3959","2004_00-0010500","WR","receiver"
"3960","2004_00-0021094","WR","receiver"
"3961","2004_00-0021329","WR","receiver"
"3962","2004_00-0021264","WR","receiver"
"3963","2004_00-0021357","FB","rusher"
"3964","2004_00-0002110","QB","passer"
"3965","2004_00-0019816","QB","passer"
"3966","2004_00-0021379","QB","passer"
"3967","2004_00-0021184","RB","rusher"
"3968","2004_00-0021545","RB","rusher"
"3969","2004_00-0019590","RB","rusher"
"3970","2004_00-0021179","RB","rusher"
"3971","2004_00-0021031","RB","rusher"
"3972","2004_00-0000911","TE","receiver"
"3973","2004_00-0022738","TE","receiver"
"3974","2004_00-0020798","TE","receiver"
"3975","2004_00-0009443","TE","receiver"
"3976","2004_00-0021273","TE","receiver"
"3977","2004_00-0014655","TE","receiver"
"3978","2004_00-0021425","WR","receiver"
"3979","2004_00-0018958","WR","receiver"
"3980","2004_00-0020464","WR","receiver"
"3981","2004_00-0020525","WR","receiver"
"3982","2004_00-0022124","WR","receiver"
"3983","2004_00-0016440","WR","receiver"
"3984","2005_00-0011718","FB","rusher"
"3985","2005_00-0007546","FB","rusher"
"3986","2005_00-0021238","QB","passer"
"3987","2005_00-0017200","QB","passer"
"3988","2005_00-0022827","QB","passer"
"3989","2005_00-0021206","QB","passer"
"3990","2005_00-0019722","RB","rusher"
"3991","2005_00-0020430","RB","rusher"
"3992","2005_00-0020022","RB","rusher"
"3993","2005_00-0021253","RB","rusher"
"3994","2005_00-0023479","RB","rusher"
"3995","2005_00-0000552","RB","rusher"
"3996","2005_00-0021048","RB","rusher"
"3997","2005_00-0023217","TE","receiver"
"3998","2005_00-0023218","TE","receiver"
"3999","2005_00-0022051","TE","receiver"
"4000","2005_00-0022385","TE","receiver"
"4001","2005_00-0022084","WR","receiver"
"4002","2005_00-0019779","WR","receiver"
"4003","2005_00-0022156","WR","receiver"
"4004","2005_00-0022921","WR","receiver"
"4005","2005_00-0019505","WR","receiver"
"4006","2005_00-0021560","WR","receiver"
"4007","2005_00-0023658","WR","receiver"
"4008","2005_00-0015980","WR","receiver"
"4009","2005_00-0023222","WR","receiver"
"4010","2005_00-0022011","FB","rusher"
"4011","2005_00-0022787","QB","passer"
"4012","2005_00-0004230","QB","passer"
"4013","2005_00-0020245","QB","passer"
"4014","2005_00-0023634","RB","rusher"
"4015","2005_00-0021376","RB","rusher"
"4016","2005_00-0023231","RB","rusher"
"4017","2005_00-0004640","RB","rusher"
"4018","2005_00-0010747","RB","rusher"
"4019","2005_00-0001222","TE","receiver"
"4020","2005_00-0020985","TE","receiver"
"4021","2005_00-0019146","TE","receiver"
"4022","2005_00-0020285","TE","receiver"
"4023","2005_00-0021748","WR","receiver"
"4024","2005_00-0022781","WR","receiver"
"4025","2005_00-0023353","WR","receiver"
"4026","2005_00-0005231","WR","receiver"
"4027","2005_00-0019660","WR","receiver"
"4028","2005_00-0012637","WR","receiver"
"4029","2005_00-0022383","WR","receiver"
"4030","2005_00-0023462","WR","receiver"
"4031","2005_00-0018588","FB","rusher"
"4032","2005_00-0022143","FB","rusher"
"4033","2005_00-0022164","QB","passer"
"4034","2005_00-0015700","QB","passer"
"4035","2005_00-0022101","QB","passer"
"4036","2005_00-0018272","QB","passer"
"4037","2005_00-0022449","RB","rusher"
"4038","2005_00-0019057","RB","rusher"
"4039","2005_00-0019693","RB","rusher"
"4040","2005_00-0022130","RB","rusher"
"4041","2005_00-0023591","RB","rusher"
"4042","2005_00-0021314","RB","rusher"
"4043","2005_00-0020550","TE","receiver"
"4044","2005_00-0020516","TE","receiver"
"4045","2005_00-0020127","TE","receiver"
"4046","2005_00-0023457","WR","receiver"
"4047","2005_00-0020984","WR","receiver"
"4048","2005_00-0022739","WR","receiver"
"4049","2005_00-0022826","WR","receiver"
"4050","2005_00-0008598","WR","receiver"
"4051","2005_00-0010500","WR","receiver"
"4052","2005_00-0014775","FB","rusher"
"4053","2005_00-0022912","QB","passer"
"4054","2005_00-0010560","QB","passer"
"4055","2005_00-0007576","QB","passer"
"4056","2005_00-0023668","RB","rusher"
"4057","2005_00-0023282","RB","rusher"
"4058","2005_00-0022178","RB","rusher"
"4059","2005_00-0020917","RB","rusher"
"4060","2005_00-0022538","RB","rusher"
"4061","2005_00-0023258","TE","receiver"
"4062","2005_00-0022215","TE","receiver"
"4063","2005_00-0023521","TE","receiver"
"4064","2005_00-0018578","TE","receiver"
"4065","2005_00-0002586","TE","receiver"
"4066","2005_00-0021166","WR","receiver"
"4067","2005_00-0011770","WR","receiver"
"4068","2005_00-0022910","WR","receiver"
"4069","2005_00-0023734","WR","receiver"
"4070","2005_00-0022664","WR","receiver"
"4071","2005_00-0023490","WR","receiver"
"4072","2005_00-0021915","WR","receiver"
"4073","2005_00-0022341","WR","receiver"
"4074","2005_00-0019100","FB","rusher"
"4075","2005_00-0004161","QB","passer"
"4076","2005_00-0020434","QB","passer"
"4077","2005_00-0023555","QB","passer"
"4078","2005_00-0022886","RB","rusher"
"4079","2005_00-0020587","RB","rusher"
"4080","2005_00-0004052","RB","rusher"
"4081","2005_00-0023489","RB","rusher"
"4082","2005_00-0019453","RB","rusher"
"4083","2005_00-0021164","RB","rusher"
"4084","2005_00-0019831","RB","rusher"
"4085","2005_00-0022129","TE","receiver"
"4086","2005_00-0022706","TE","receiver"
"4087","2005_00-0010333","TE","receiver"
"4088","2005_00-0013268","WR","receiver"
"4089","2005_00-0022726","WR","receiver"
"4090","2005_00-0020337","WR","receiver"
"4091","2005_00-0006777","WR","receiver"
"4092","2005_00-0022879","WR","receiver"
"4093","2005_00-0023262","WR","receiver"
"4094","2005_00-0019172","FB","rusher"
"4095","2005_00-0004768","FB","rusher"
"4096","2005_00-0001335","QB","passer"
"4097","2005_00-0021271","QB","passer"
"4098","2005_00-0022121","QB","passer"
"4099","2005_00-0023541","QB","passer"
"4100","2005_00-0023439","RB","rusher"
"4101","2005_00-0019641","RB","rusher"
"4102","2005_00-0020805","RB","rusher"
"4103","2005_00-0021306","RB","rusher"
"4104","2005_00-0021813","TE","receiver"
"4105","2005_00-0003035","TE","receiver"
"4106","2005_00-0021304","TE","receiver"
"4107","2005_00-0020485","WR","receiver"
"4108","2005_00-0022807","WR","receiver"
"4109","2005_00-0023474","WR","receiver"
"4110","2005_00-0023574","WR","receiver"
"4111","2005_00-0021982","WR","receiver"
"4112","2005_00-0011795","WR","receiver"
"4113","2005_00-0022141","FB","rusher"
"4114","2005_00-0009311","QB","passer"
"4115","2005_00-0022818","QB","passer"
"4116","2005_00-0021429","QB","passer"
"4117","2005_00-0020407","RB","rusher"
"4118","2005_00-0019808","RB","rusher"
"4119","2005_00-0022926","RB","rusher"
"4120","2005_00-0017896","RB","rusher"
"4121","2005_00-0021084","TE","receiver"
"4122","2005_00-0009119","TE","receiver"
"4123","2005_00-0020268","TE","receiver"
"4124","2005_00-0020438","WR","receiver"
"4125","2005_00-0020397","WR","receiver"
"4126","2005_00-0021931","WR","receiver"
"4127","2005_00-0022171","WR","receiver"
"4128","2005_00-0023623","WR","receiver"
"4129","2005_00-0023518","WR","receiver"
"4130","2005_00-0019587","FB","rusher"
"4131","2005_00-0004293","QB","passer"
"4132","2005_00-0019087","QB","passer"
"4133","2005_00-0023502","QB","passer"
"4134","2005_00-0023645","QB","passer"
"4135","2005_00-0019610","RB","rusher"
"4136","2005_00-0021150","RB","rusher"
"4137","2005_00-0020804","RB","rusher"
"4138","2005_00-0022180","RB","rusher"
"4139","2005_00-0022288","RB","rusher"
"4140","2005_00-0023248","TE","receiver"
"4141","2005_00-0011236","TE","receiver"
"4142","2005_00-0019564","TE","receiver"
"4143","2005_00-0021255","TE","receiver"
"4144","2005_00-0007213","TE","receiver"
"4145","2005_00-0021287","TE","receiver"
"4146","2005_00-0022922","TE","receiver"
"4147","2005_00-0023379","WR","receiver"
"4148","2005_00-0023176","WR","receiver"
"4149","2005_00-0020780","WR","receiver"
"4150","2005_00-0023438","WR","receiver"
"4151","2005_00-0019650","WR","receiver"
"4152","2005_00-0021191","WR","receiver"
"4153","2005_00-0001361","QB","passer"
"4154","2005_00-0021678","QB","passer"
"4155","2005_00-0022181","QB","passer"
"4156","2005_00-0022405","RB","rusher"
"4157","2005_00-0022840","RB","rusher"
"4158","2005_00-0023192","RB","rusher"
"4159","2005_00-0023544","RB","rusher"
"4160","2005_00-0022817","TE","receiver"
"4161","2005_00-0022447","TE","receiver"
"4162","2005_00-0002565","TE","receiver"
"4163","2005_00-0022127","TE","receiver"
"4164","2005_00-0013232","WR","receiver"
"4165","2005_00-0022388","WR","receiver"
"4166","2005_00-0022766","WR","receiver"
"4167","2005_00-0008561","WR","receiver"
"4168","2005_00-0006043","WR","receiver"
"4169","2005_00-0021260","FB","rusher"
"4170","2005_00-0013042","QB","passer"
"4171","2005_00-0022774","QB","passer"
"4172","2005_00-0022893","RB","rusher"
"4173","2005_00-0021845","RB","rusher"
"4174","2005_00-0019643","RB","rusher"
"4175","2005_00-0022095","RB","rusher"
"4176","2005_00-0019594","RB","rusher"
"4177","2005_00-0021100","TE","receiver"
"4178","2005_00-0020617","TE","receiver"
"4179","2005_00-0023072","TE","receiver"
"4180","2005_00-0019435","TE","receiver"
"4181","2005_00-0000166","TE","receiver"
"4182","2005_00-0021852","WR","receiver"
"4183","2005_00-0022751","WR","receiver"
"4184","2005_00-0021152","WR","receiver"
"4185","2005_00-0015290","WR","receiver"
"4186","2005_00-0020513","WR","receiver"
"4187","2005_00-0021006","WR","receiver"
"4188","2005_00-0014450","FB","rusher"
"4189","2005_00-0019673","FB","rusher"
"4190","2005_00-0005755","QB","passer"
"4191","2005_00-0021141","QB","passer"
"4192","2005_00-0023578","QB","passer"
"4193","2005_00-0022782","RB","rusher"
"4194","2005_00-0022724","RB","rusher"
"4195","2005_00-0022006","RB","rusher"
"4196","2005_00-0002159","RB","rusher"
"4197","2005_00-0013080","TE","receiver"
"4198","2005_00-0021525","TE","receiver"
"4199","2005_00-0022072","WR","receiver"
"4200","2005_00-0020692","WR","receiver"
"4201","2005_00-0008560","WR","receiver"
"4202","2005_00-0004780","WR","receiver"
"4203","2005_00-0021530","WR","receiver"
"4204","2005_00-0022613","WR","receiver"
"4205","2005_00-0023452","WR","receiver"
"4206","2005_00-0022909","WR","receiver"
"4207","2005_00-0021252","FB","rusher"
"4208","2005_00-0007254","FB","rusher"
"4209","2005_00-0023459","QB","passer"
"4210","2005_00-0005106","QB","passer"
"4211","2005_00-0021277","QB","passer"
"4212","2005_00-0022956","RB","rusher"
"4213","2005_00-0020964","RB","rusher"
"4214","2005_00-0023074","RB","rusher"
"4215","2005_00-0022397","RB","rusher"
"4216","2005_00-0021673","RB","rusher"
"4217","2005_00-0006305","RB","rusher"
"4218","2005_00-0023676","RB","rusher"
"4219","2005_00-0023121","RB","rusher"
"4220","2005_00-0020046","RB","rusher"
"4221","2005_00-0023210","TE","receiver"
"4222","2005_00-0023196","TE","receiver"
"4223","2005_00-0019644","TE","receiver"
"4224","2005_00-0021929","TE","receiver"
"4225","2005_00-0019907","TE","receiver"
"4226","2005_00-0020332","TE","receiver"
"4227","2005_00-0019997","WR","receiver"
"4228","2005_00-0004541","WR","receiver"
"4229","2005_00-0020428","WR","receiver"
"4230","2005_00-0022307","WR","receiver"
"4231","2005_00-0021153","WR","receiver"
"4232","2005_00-0021948","WR","receiver"
"4233","2005_00-0020525","WR","receiver"
"4234","2005_00-0022240","WR","receiver"
"4235","2005_00-0023493","WR","receiver"
"4236","2005_00-0022621","WR","receiver"
"4237","2005_00-0020508","FB","rusher"
"4238","2005_00-0022091","QB","passer"
"4239","2005_00-0000722","QB","passer"
"4240","2005_00-0020608","QB","passer"
"4241","2005_00-0022116","RB","rusher"
"4242","2005_00-0021979","RB","rusher"
"4243","2005_00-0023508","RB","rusher"
"4244","2005_00-0021223","RB","rusher"
"4245","2005_00-0022941","RB","rusher"
"4246","2005_00-0020187","TE","receiver"
"4247","2005_00-0022082","TE","receiver"
"4248","2005_00-0021352","TE","receiver"
"4249","2005_00-0021427","TE","receiver"
"4250","2005_00-0002102","TE","receiver"
"4251","2005_00-0001627","WR","receiver"
"4252","2005_00-0022951","WR","receiver"
"4253","2005_00-0022044","WR","receiver"
"4254","2005_00-0021163","WR","receiver"
"4255","2005_00-0023549","WR","receiver"
"4256","2005_00-0022235","WR","receiver"
"4257","2005_00-0021406","WR","receiver"
"4258","2005_00-0022744","QB","passer"
"4259","2005_00-0010346","QB","passer"
"4260","2005_00-0019192","QB","passer"
"4261","2005_00-0019863","RB","rusher"
"4262","2005_00-0022640","RB","rusher"
"4263","2005_00-0008241","RB","rusher"
"4264","2005_00-0020700","RB","rusher"
"4265","2005_00-0022431","RB","rusher"
"4266","2005_00-0022165","TE","receiver"
"4267","2005_00-0022555","TE","receiver"
"4268","2005_00-0021317","TE","receiver"
"4269","2005_00-0019188","TE","receiver"
"4270","2005_00-0022847","TE","receiver"
"4271","2005_00-0021969","WR","receiver"
"4272","2005_00-0021780","WR","receiver"
"4273","2005_00-0019552","WR","receiver"
"4274","2005_00-0020498","WR","receiver"
"4275","2005_00-0015754","WR","receiver"
"4276","2005_00-0007024","WR","receiver"
"4277","2005_00-0022897","FB","rusher"
"4278","2005_00-0021231","QB","passer"
"4279","2005_00-0022177","QB","passer"
"4280","2005_00-0020613","QB","passer"
"4281","2005_00-0023561","RB","rusher"
"4282","2005_00-0016098","RB","rusher"
"4283","2005_00-0022057","RB","rusher"
"4284","2005_00-0022228","RB","rusher"
"4285","2005_00-0022970","RB","rusher"
"4286","2005_00-0001661","TE","receiver"
"4287","2005_00-0022232","TE","receiver"
"4288","2005_00-0021980","TE","receiver"
"4289","2005_00-0019127","TE","receiver"
"4290","2005_00-0022995","WR","receiver"
"4291","2005_00-0023456","WR","receiver"
"4292","2005_00-0015218","WR","receiver"
"4293","2005_00-0021460","WR","receiver"
"4294","2005_00-0023618","WR","receiver"
"4295","2005_00-0022901","WR","receiver"
"4296","2005_00-0022889","WR","receiver"
"4297","2005_00-0013694","FB","rusher"
"4298","2005_00-0003315","QB","passer"
"4299","2005_00-0007835","QB","passer"
"4300","2005_00-0006355","QB","passer"
"4301","2005_00-0007661","RB","rusher"
"4302","2005_00-0022564","RB","rusher"
"4303","2005_00-0021976","RB","rusher"
"4304","2005_00-0020681","RB","rusher"
"4305","2005_00-0020376","RB","rusher"
"4306","2005_00-0004637","TE","receiver"
"4307","2005_00-0005732","TE","receiver"
"4308","2005_00-0006101","TE","receiver"
"4309","2005_00-0012809","TE","receiver"
"4310","2005_00-0022714","TE","receiver"
"4311","2005_00-0020583","WR","receiver"
"4312","2005_00-0021424","WR","receiver"
"4313","2005_00-0009163","WR","receiver"
"4314","2005_00-0019539","WR","receiver"
"4315","2005_00-0022754","WR","receiver"
"4316","2005_00-0023551","WR","receiver"
"4317","2005_00-0020480","QB","passer"
"4318","2005_00-0005589","QB","passer"
"4319","2005_00-0020565","QB","passer"
"4320","2005_00-0020448","RB","rusher"
"4321","2005_00-0022468","RB","rusher"
"4322","2005_00-0019484","RB","rusher"
"4323","2005_00-0021371","RB","rusher"
"4324","2005_00-0023437","RB","rusher"
"4325","2005_00-0017915","RB","rusher"
"4326","2005_00-0023163","TE","receiver"
"4327","2005_00-0021554","TE","receiver"
"4328","2005_00-0021236","TE","receiver"
"4329","2005_00-0001477","WR","receiver"
"4330","2005_00-0001532","WR","receiver"
"4331","2005_00-0020446","WR","receiver"
"4332","2005_00-0021212","WR","receiver"
"4333","2005_00-0022427","WR","receiver"
"4334","2005_00-0019302","WR","receiver"
"4335","2005_00-0021102","WR","receiver"
"4336","2005_00-0003739","QB","passer"
"4337","2005_00-0008442","QB","passer"
"4338","2005_00-0021296","QB","passer"
"4339","2005_00-0020679","QB","passer"
"4340","2005_00-0020514","RB","rusher"
"4341","2005_00-0022217","RB","rusher"
"4342","2005_00-0022883","RB","rusher"
"4343","2005_00-0023547","RB","rusher"
"4344","2005_00-0022138","RB","rusher"
"4345","2005_00-0017892","RB","rusher"
"4346","2005_00-0022632","TE","receiver"
"4347","2005_00-0022746","TE","receiver"
"4348","2005_00-0009323","TE","receiver"
"4349","2005_00-0022582","TE","receiver"
"4350","2005_00-0022041","TE","receiver"
"4351","2005_00-0017644","TE","receiver"
"4352","2005_00-0022637","WR","receiver"
"4353","2005_00-0022032","WR","receiver"
"4354","2005_00-0020490","WR","receiver"
"4355","2005_00-0013888","WR","receiver"
"4356","2005_00-0023339","WR","receiver"
"4357","2005_00-0021330","WR","receiver"
"4358","2005_00-0019721","WR","receiver"
"4359","2005_00-0021999","WR","receiver"
"4360","2005_00-0020754","WR","receiver"
"4361","2005_00-0023442","WR","receiver"
"4362","2005_00-0020507","FB","rusher"
"4363","2005_00-0019596","QB","passer"
"4364","2005_00-0005363","QB","passer"
"4365","2005_00-0023662","QB","passer"
"4366","2005_00-0004304","RB","rusher"
"4367","2005_00-0005091","RB","rusher"
"4368","2005_00-0019533","RB","rusher"
"4369","2005_00-0018501","RB","rusher"
"4370","2005_00-0005101","TE","receiver"
"4371","2005_00-0022943","TE","receiver"
"4372","2005_00-0021154","TE","receiver"
"4373","2005_00-0021192","WR","receiver"
"4374","2005_00-0023701","WR","receiver"
"4375","2005_00-0020484","WR","receiver"
"4376","2005_00-0021175","WR","receiver"
"4377","2005_00-0021993","WR","receiver"
"4378","2005_00-0004673","WR","receiver"
"4379","2005_00-0021353","WR","receiver"
"4380","2005_00-0023349","WR","receiver"
"4381","2005_00-0002068","WR","receiver"
"4382","2005_00-0019503","FB","rusher"
"4383","2005_00-0022796","FB","rusher"
"4384","2005_00-0001545","QB","passer"
"4385","2005_00-0001823","QB","passer"
"4386","2005_00-0023585","QB","passer"
"4387","2005_00-0020820","RB","rusher"
"4388","2005_00-0015091","RB","rusher"
"4389","2005_00-0015601","RB","rusher"
"4390","2005_00-0010632","RB","rusher"
"4391","2005_00-0020527","RB","rusher"
"4392","2005_00-0020403","RB","rusher"
"4393","2005_00-0003400","TE","receiver"
"4394","2005_00-0020476","TE","receiver"
"4395","2005_00-0022907","TE","receiver"
"4396","2005_00-0006666","TE","receiver"
"4397","2005_00-0021712","TE","receiver"
"4398","2005_00-0020171","TE","receiver"
"4399","2005_00-0020021","WR","receiver"
"4400","2005_00-0007744","WR","receiver"
"4401","2005_00-0023310","WR","receiver"
"4402","2005_00-0019600","WR","receiver"
"4403","2005_00-0023552","WR","receiver"
"4404","2005_00-0021147","WR","receiver"
"4405","2005_00-0006627","WR","receiver"
"4406","2005_00-0023204","WR","receiver"
"4407","2005_00-0022929","WR","receiver"
"4408","2005_00-0005229","FB","rusher"
"4409","2005_00-0022590","QB","passer"
"4410","2005_00-0022803","QB","passer"
"4411","2005_00-0019816","QB","passer"
"4412","2005_00-0003136","RB","rusher"
"4413","2005_00-0023545","RB","rusher"
"4414","2005_00-0019590","RB","rusher"
"4415","2005_00-0022770","RB","rusher"
"4416","2005_00-0000745","RB","rusher"
"4417","2005_00-0021636","TE","receiver"
"4418","2005_00-0022054","TE","receiver"
"4419","2005_00-0021148","TE","receiver"
"4420","2005_00-0022219","TE","receiver"
"4421","2005_00-0021923","WR","receiver"
"4422","2005_00-0021927","WR","receiver"
"4423","2005_00-0022679","WR","receiver"
"4424","2005_00-0016550","WR","receiver"
"4425","2005_00-0019642","WR","receiver"
"4426","2005_00-0021174","WR","receiver"
"4427","2005_00-0015420","FB","rusher"
"4428","2005_00-0022003","FB","rusher"
"4429","2005_00-0022026","QB","passer"
"4430","2005_00-0005180","QB","passer"
"4431","2005_00-0022027","QB","passer"
"4432","2005_00-0019559","QB","passer"
"4433","2005_00-0016193","QB","passer"
"4434","2005_00-0020315","RB","rusher"
"4435","2005_00-0023615","RB","rusher"
"4436","2005_00-0022529","RB","rusher"
"4437","2005_00-0010442","RB","rusher"
"4438","2005_00-0023716","RB","rusher"
"4439","2005_00-0023732","TE","receiver"
"4440","2005_00-0004112","TE","receiver"
"4441","2005_00-0023630","TE","receiver"
"4442","2005_00-0021183","TE","receiver"
"4443","2005_00-0021213","TE","receiver"
"4444","2005_00-0023625","WR","receiver"
"4445","2005_00-0002962","WR","receiver"
"4446","2005_00-0018958","WR","receiver"
"4447","2005_00-0022811","WR","receiver"
"4448","2005_00-0020381","WR","receiver"
"4449","2005_00-0023672","WR","receiver"
"4450","2005_00-0003663","FB","rusher"
"4451","2005_00-0003292","QB","passer"
"4452","2005_00-0020405","QB","passer"
"4453","2005_00-0023504","QB","passer"
"4454","2005_00-0021087","RB","rusher"
"4455","2005_00-0022093","RB","rusher"
"4456","2005_00-0020462","RB","rusher"
"4457","2005_00-0019290","TE","receiver"
"4458","2005_00-0022484","TE","receiver"
"4459","2005_00-0022704","TE","receiver"
"4460","2005_00-0019919","TE","receiver"
"4461","2005_00-0019703","WR","receiver"
"4462","2005_00-0021337","WR","receiver"
"4463","2005_00-0022873","WR","receiver"
