season,_id,_rank,_draftsSelectedIn,_averagePick,_draftSelPct,_minPick,_maxPick
2014,9448,1,4848,1.99,100,1,192
2014,9054,2,4845,2.28,100,1,108
2014,8657,3,4845,4.87,100,1,39
2014,9122,4,4844,5.45,100,1,69
2014,9884,5,4841,7.94,99,1,187
2014,11201,6,4840,8.2,99,1,74
2014,9925,7,4839,8.6,99,1,141
2014,9823,8,4842,10.28,99,1,45
2014,10261,9,4840,11.05,99,1,51
2014,10271,10,4841,13.93,99,2,82
2014,8360,11,4841,14.69,99,2,51
2014,3291,12,4798,15.57,99,1,116
2014,10302,13,4842,16.7,99,3,184
2014,8670,14,4842,16.79,99,1,81
2014,11174,15,4835,16.89,99,2,189
2014,11193,16,4836,18.81,99,3,172
2014,9988,17,4841,20.42,99,2,110
2014,9118,18,4839,21.05,99,5,156
2014,10722,19,4834,21.5,99,1,160
2014,7836,20,4798,22.06,99,1,63
2014,11192,21,4832,22.65,99,1,189
2014,4925,22,4801,24.21,99,1,164
2014,10709,23,4839,24.92,99,5,105
2014,9690,24,4842,25.03,99,2,83
2014,10308,25,4840,25.54,99,6,199
2014,9902,26,4835,27.11,99,4,155
2014,10372,27,4838,28.47,99,4,222
2014,11222,28,4838,31.63,99,11,213
2014,11175,29,4838,32.07,99,12,240
2014,11189,30,4838,32.41,99,8,239
2014,10870,31,4838,34.43,99,5,231
2014,9250,32,4837,36.4,99,7,108
2014,8243,33,4843,36.61,100,8,144
2014,6931,34,4842,38.98,99,12,108
2014,10080,35,4835,39.32,99,13,183
2014,9822,36,4837,39.36,99,3,164
2014,7873,37,4840,39.75,99,13,115
2014,11225,38,4837,42.48,99,5,191
2014,7393,39,4839,42.61,99,9,110
2014,10303,40,4830,44.09,99,13,204
2014,7839,41,4839,45.62,99,12,217
2014,10695,42,4795,46.88,99,1,122
2014,9427,43,4833,47.38,99,15,215
2014,9441,44,4836,48.17,99,8,202
2014,9431,45,4799,48.76,99,3,130
2014,10721,46,4834,49.36,99,12,154
2014,9851,47,4837,52.53,99,15,175
2014,10352,48,4825,52.85,99,12,228
2014,9075,49,4839,53.2,99,15,120
2014,9880,50,4833,55.36,99,18,275
2014,10729,51,4835,55.57,99,16,197
2014,7653,52,4834,57.48,99,12,185
2014,9662,53,4835,59.17,99,13,200
2014,9680,54,4836,59.19,99,19,255
2014,10289,55,4838,60.31,99,24,175
2014,8247,56,4837,62.83,99,7,209
2014,9907,57,4836,62.87,99,14,220
2014,10048,58,4829,64,99,26,241
2014,11653,59,4821,64.42,99,8,459
2014,9078,60,4838,64.92,99,9,191
2014,10706,61,4835,66.02,99,11,219
2014,10699,62,4796,66.71,99,2,227
2014,7877,63,4841,66.98,99,5,210
2014,9436,64,4837,68.12,99,17,191
2014,10720,65,4820,69.51,99,23,218
2014,9918,66,4836,70.94,99,13,202
2014,6997,67,4837,72.06,99,18,222
2014,9525,68,4830,72.73,99,10,174
2014,9881,69,4828,74.6,99,12,244
2014,8493,70,4836,74.64,99,25,256
2014,11670,71,4819,75.58,99,2,456
2014,5848,72,4798,76.89,99,3,227
2014,9099,73,4799,77.41,99,8,194
2014,10273,74,4794,78.02,98,1,182
2014,11248,75,4806,79.9,99,23,310
2014,8931,76,4823,80.72,99,5,379
2014,4923,77,4833,85.55,99,26,299
2014,11211,78,4810,85.66,99,44,287
2014,9831,79,4816,85.86,99,34,272
2014,10312,80,4808,86.21,99,14,379
2014,11674,81,4782,87.63,98,7,458
2014,8687,82,4807,87.64,99,16,300
2014,10696,83,4793,89.45,98,4,188
2014,9933,84,4773,90.1,98,26,347
2014,515,85,4596,92.09,94,2,196
2014,8301,86,4830,92.34,99,18,292
2014,10297,87,4795,93.15,99,2,203
2014,10334,88,4781,93.38,98,23,290
2014,10708,89,4804,95.02,99,26,320
2014,7414,90,4811,96.59,99,15,360
2014,11671,91,4790,97.52,98,12,457
2014,8252,92,4791,97.66,98,3,289
2014,7942,93,4813,98.01,99,16,287
2014,11232,94,4770,98.33,98,27,274
2014,7260,95,4793,99.36,98,9,290
2014,9693,96,4765,100.45,98,23,308
2014,9437,97,4797,100.97,99,10,376
2014,11247,98,4782,101.24,98,38,297
2014,10703,99,4790,101.44,98,1,210
2014,10725,100,4733,103.87,97,46,325
2014,8667,101,4794,105.85,98,17,304
2014,11673,102,4749,106.4,98,18,461
2014,11657,103,4771,107.64,98,26,479
2014,8934,104,4785,108.53,98,34,391
2014,11212,105,4695,111.5,96,38,302
2014,9964,106,4783,113.14,98,37,296
2014,7394,107,4790,114.47,98,6,291
2014,10713,108,4753,114.73,98,41,327
2014,10362,109,4719,114.86,97,27,307
2014,11213,110,4681,116.98,96,24,322
2014,9044,111,4740,118.69,97,25,391
2014,11660,112,4661,118.69,96,20,466
2014,6982,113,4768,120.02,98,29,335
2014,10744,114,4692,120.81,96,41,349
2014,9450,115,4684,122.7,96,42,312
2014,11654,116,4611,122.93,95,32,480
2014,10313,117,4775,125.04,98,6,292
2014,11746,118,4513,125.06,93,45,477
2014,530,119,4597,125.44,94,1,236
2014,9308,120,4692,127.75,96,7,311
2014,10409,121,4654,128,96,40,302
2014,9087,122,4703,128.77,97,14,311
2014,11676,123,4490,129.22,92,30,462
2014,7401,124,4767,130.08,98,12,293
2014,11179,125,4382,131.52,90,25,423
2014,527,126,4593,132.97,94,29,264
2014,11227,127,4463,133.42,92,39,338
2014,11229,128,4584,134.43,94,50,303
2014,10276,129,4592,134.79,94,26,418
2014,8268,130,4687,135.26,96,23,376
2014,11695,131,4562,137.06,94,33,467
2014,8293,132,4508,138.52,93,49,334
2014,10930,133,4351,142.05,89,49,407
2014,528,134,4590,142.86,94,35,245
2014,11466,135,4360,143.05,90,44,422
2014,10738,136,3918,144.59,80,58,445
2014,8359,137,4619,145.44,95,25,358
2014,7842,138,4435,146.44,91,42,436
2014,9545,139,4285,146.85,88,38,371
2014,7236,140,4495,147.72,92,31,401
2014,11214,141,4028,148.41,83,34,381
2014,511,142,4569,148.45,94,27,274
2014,11658,143,4094,148.46,84,37,517
2014,512,144,4575,150.76,94,18,279
2014,4974,145,4431,150.92,91,24,440
2014,11250,146,4027,150.92,83,50,305
2014,10697,147,4387,151.12,90,23,329
2014,6929,148,4347,151.3,89,26,510
2014,10742,149,3894,153.79,80,12,402
2014,506,150,4551,153.93,93,46,274
2014,8776,151,4244,154.49,87,54,467
2014,11672,152,4059,154.85,83,12,475
2014,8416,153,4113,156.17,84,59,437
2014,7813,154,3936,156.25,81,11,439
2014,504,155,4556,156.92,94,38,281
2014,9467,156,3998,157.73,82,33,427
2014,10707,157,1541,157.75,31,68,420
2014,11650,158,3708,158.76,76,15,469
2014,11244,159,3751,158.92,77,60,471
2014,11194,160,4143,160.4,85,64,432
2014,8930,161,4409,160.59,91,39,344
2014,10077,162,3925,162,81,42,407
2014,519,163,4476,162.06,92,4,284
2014,7391,164,3784,163.21,78,12,510
2014,11641,165,3781,164.86,78,16,482
2014,10527,166,3723,165.12,76,41,353
2014,9064,167,3757,165.25,77,1,406
2014,10961,168,3395,166.85,70,45,543
2014,9101,169,3756,168.15,77,67,467
2014,8917,170,3695,168.64,76,30,515
2014,10976,171,4611,169.58,95,36,386
2014,11679,172,3312,169.84,68,30,469
2014,11228,173,2978,170.01,61,71,348
2014,9898,174,3930,170.26,81,41,492
2014,9319,175,4612,170.63,95,48,428
2014,10601,176,3144,170.99,64,1,517
2014,11758,177,3013,173.2,62,24,487
2014,11747,178,2648,174.18,54,25,512
2014,532,179,4152,175.39,85,39,292
2014,9817,180,1901,177.98,39,44,504
2014,9474,181,2753,179.07,56,70,578
2014,9936,182,2798,179.62,57,54,619
2014,10743,183,2892,179.78,59,52,567
2014,6589,184,3058,180.09,63,38,515
2014,9458,185,2962,181.82,61,60,525
2014,11652,186,2472,182.22,51,65,505
2014,9565,187,1455,182.88,30,69,519
2014,8510,188,3279,182.97,67,44,509
2014,8742,189,4494,183.3,92,49,445
2014,11697,190,2531,183.51,52,60,485
2014,9144,191,2759,183.77,56,69,504
2014,10506,192,4562,184.5,94,24,464
2014,9856,193,2526,184.8,52,67,466
2014,10975,194,1661,185.21,34,24,624
2014,3494,195,4512,185.34,93,65,513
2014,521,196,3608,185.73,74,55,297
2014,11656,197,1709,186.14,35,87,518
2014,11198,198,1414,186.48,29,7,499
2014,507,199,3385,187.31,69,47,330
2014,11526,200,2103,187.59,43,19,510
2014,10905,201,2250,188.61,46,75,513
2014,11696,202,2187,189.58,45,36,502
2014,525,203,3263,190.2,67,79,328
2014,10355,204,2625,190.67,54,38,586
2014,10955,205,2450,190.75,50,66,565
2014,529,206,3026,191.57,62,37,330
2014,10279,207,2237,192.49,46,58,438
2014,9269,208,2032,192.69,41,16,433
2014,2842,209,4182,192.99,86,49,486
2014,10812,210,1924,193.85,39,62,540
2014,501,211,3006,194.36,62,89,328
2014,11640,212,2205,194.83,45,28,483
2014,11783,213,1639,195.14,33,24,569
2014,1600,214,2265,195.33,46,46,518
2014,9987,215,2310,195.7,47,80,553
2014,11675,216,2000,196.5,41,25,480
2014,9456,217,2167,196.55,44,62,534
2014,531,218,2735,197.01,56,19,319
2014,10872,219,3890,198.06,80,59,463
2014,11454,220,1864,198.06,38,49,522
2014,11785,221,1616,198.11,33,75,474
