season,_id,_rank,_draftsSelectedIn,_averagePick,_draftSelPct,_minPick,_maxPick
2015,11192,1,4533,2.52,99,1,121
2015,9988,2,4546,4.2,100,1,11
2015,11201,3,4545,5.36,100,1,68
2015,9054,4,4534,5.72,99,1,146
2015,8658,5,4546,6.21,100,1,76
2015,11679,6,4546,7.19,100,1,11
2015,9823,7,4534,8.4,99,1,63
2015,9902,8,4546,8.73,100,1,44
2015,10271,9,4541,9.02,99,1,34
2015,9884,10,4545,11.09,100,1,30
2015,8670,11,4545,13,100,1,263
2015,9122,12,4542,14.5,99,1,114
2015,8657,13,4542,15.46,99,1,196
2015,11454,14,4546,15.87,100,1,121
2015,10302,15,4542,16.33,99,1,101
2015,10261,16,4547,17.89,100,4,66
2015,10695,17,4524,18.14,99,1,115
2015,9448,18,4542,18.85,99,1,83
2015,11654,19,4545,19.02,100,1,145
2015,10308,20,4546,20.68,100,5,44
2015,10722,21,4532,23.86,99,6,60
2015,11671,22,4542,24.16,99,1,77
2015,7836,23,4529,24.47,99,1,67
2015,10729,24,4542,26.61,99,9,58
2015,9278,25,4532,28.94,99,2,238
2015,11232,26,4545,30.03,100,1,101
2015,11674,27,4541,30.59,99,4,65
2015,9925,28,4536,30.85,99,3,242
2015,10708,29,4538,30.94,99,9,88
2015,9918,30,4546,34.5,100,11,99
2015,12151,31,4519,35.42,99,3,315
2015,11676,32,4539,35.59,99,13,142
2015,10276,33,4533,35.78,99,12,120
2015,9690,34,4526,40.01,99,1,309
2015,7877,35,4538,40.34,99,6,325
2015,11657,36,4532,40.4,99,6,154
2015,10870,37,4544,42.98,99,8,209
2015,11390,38,4542,44.4,99,13,137
2015,12150,39,4525,45.98,99,1,316
2015,11222,40,4530,46.57,99,8,86
2015,12175,41,4528,46.62,99,5,313
2015,9662,42,4545,46.96,100,11,138
2015,11175,43,4543,47.42,99,19,224
2015,9831,44,4541,48.36,99,17,150
2015,11244,45,4543,49.65,99,19,156
2015,11670,46,4542,50.17,99,8,149
2015,9822,47,4523,51.73,99,15,353
2015,9101,48,4544,51.8,99,15,192
2015,6931,49,4504,53.48,99,17,392
2015,10703,50,4529,53.83,99,2,178
2015,11680,51,4541,55.86,99,10,154
2015,12153,52,4527,57.1,99,22,317
2015,8687,53,4545,57.49,100,14,122
2015,9436,54,4545,57.65,100,14,150
2015,8360,55,4542,57.69,99,17,164
2015,11193,56,4537,59.29,99,22,237
2015,12155,57,4526,60.25,99,17,320
2015,11688,58,4538,61.71,99,10,206
2015,11678,59,4538,62.49,99,3,231
